Corrected Customer Question,Corrected Frappe Query
"Fetch Library Membership having tax = 'Processing', task_name = 'Paid', and progress greater than 11786.","frappe.get_doc(""Library Membership"", {""tax"": ""Processing"", ""task_name"": ""Paid"", ""progress"": ["">"", 11786]})"
"Can you get Event where price is '7202', enabled is 'Delivered', and discount is more than 15403?","frappe.get_doc(""Event"", {""price"": ""7202"", ""enabled"": ""Delivered"", ""discount"": ["">"", 15403]})"
"Fetch Purchase Invoice having price = 'Under Review', department = 'Active', and end_date greater than 7450.","frappe.get_doc(""Purchase Invoice"", {""price"": ""Under Review"", ""department"": ""Active"", ""end_date"": ["">"", 7450]})"
"Find a Website Theme with end_date as 'Confirmed', address set to 'Inactive', and date exceeding 7799.","frappe.get_doc(""Website Theme"", {""end_date"": ""Confirmed"", ""address"": ""Inactive"", ""date"": ["">"", 7799]})"
"Can you get Website Settings where contact_email is 'Submitted', notes is 'Rejected', and contact_person is more than 19909?","frappe.get_doc(""Website Settings"", {""contact_email"": ""Submitted"", ""notes"": ""Rejected"", ""contact_person"": ["">"", 19909]})"
"I need details of Sales Invoice where item_code matches 'On Hold', rate is 'Pending', and comments is over 17035.","frappe.get_doc(""Sales Invoice"", {""item_code"": ""On Hold"", ""rate"": ""Pending"", ""comments"": ["">"", 17035]})"
"Find a Purchase Invoice with status as 'Draft', duration set to 'Paid', and conversion_factor exceeding 6114.","frappe.get_doc(""Purchase Invoice"", {""status"": ""Draft"", ""duration"": ""Paid"", ""conversion_factor"": ["">"", 6114]})"
"Fetch Fees having tax = 'Processing', address = 'Inactive', and item_code greater than 15564.","frappe.get_doc(""Fees"", {""tax"": ""Processing"", ""address"": ""Inactive"", ""item_code"": ["">"", 15564]})"
"I need details of Lab Test where description matches 'Open', total is 'Approved', and workflow_state is over 9701.","frappe.get_doc(""Lab Test"", {""description"": ""Open"", ""total"": ""Approved"", ""workflow_state"": ["">"", 9701]})"
"Can you get Purchase Receipt where due_date is 'Closed', warehouse is 'Cancelled', and item_group is more than 16419?","frappe.get_doc(""Purchase Receipt"", {""due_date"": ""Closed"", ""warehouse"": ""Cancelled"", ""item_group"": ["">"", 16419]})"
"Can you get Item where attachments is 'Submitted', contact_email is 'Submitted', and enabled is more than 14146?","frappe.get_doc(""Item"", {""attachments"": ""Submitted"", ""contact_email"": ""Submitted"", ""enabled"": ["">"", 14146]})"
"I need details of Project where first_name matches 'Draft', duration is 'Processing', and attachments is over 14295.","frappe.get_doc(""Project"", {""first_name"": ""Draft"", ""duration"": ""Processing"", ""attachments"": ["">"", 14295]})"
"Retrieve Appointment details where amount = 'Inactive', remarks = 'Active', and contact_phone > 13023.","frappe.get_doc(""Appointment"", {""amount"": ""Inactive"", ""remarks"": ""Active"", ""contact_phone"": ["">"", 13023]})"
"Can you get Social Media Post where phone is 'Inactive', notes is 'Submitted', and project_name is more than 18339?","frappe.get_doc(""Social Media Post"", {""phone"": ""Inactive"", ""notes"": ""Submitted"", ""project_name"": ["">"", 18339]})"
"Retrieve Project details where conversion_factor = 'Confirmed', total = 'Inactive', and enabled > 19583.","frappe.get_doc(""Project"", {""conversion_factor"": ""Confirmed"", ""total"": ""Inactive"", ""enabled"": ["">"", 19583]})"
"Find a Property Setter with contact_phone as 'Draft', remarks set to 'Cancelled', and company exceeding 12698.","frappe.get_doc(""Property Setter"", {""contact_phone"": ""Draft"", ""remarks"": ""Cancelled"", ""company"": ["">"", 12698]})"
"Fetch Issue having customer_name = 'Pending', notes = 'Pending', and discount greater than 7964.","frappe.get_doc(""Issue"", {""customer_name"": ""Pending"", ""notes"": ""Pending"", ""discount"": ["">"", 7964]})"
"Find a Loan Application with user_id as 'Inactive', country set to 'Rejected', and due_date exceeding 16955.","frappe.get_doc(""Loan Application"", {""user_id"": ""Inactive"", ""country"": ""Rejected"", ""due_date"": ["">"", 16955]})"
"Retrieve Customer details where total = 'Delivered', workflow_state = 'Submitted', and project_name > 13713.","frappe.get_doc(""Customer"", {""total"": ""Delivered"", ""workflow_state"": ""Submitted"", ""project_name"": ["">"", 13713]})"
"Find a Employee with phone as 'Overdue', duration set to 'Overdue', and remarks exceeding 11975.","frappe.get_doc(""Employee"", {""phone"": ""Overdue"", ""duration"": ""Overdue"", ""remarks"": ["">"", 11975]})"
"I need details of Item where tax matches 'Paid', billing_address is 'Submitted', and priority is over 7130.","frappe.get_doc(""Item"", {""tax"": ""Paid"", ""billing_address"": ""Submitted"", ""priority"": ["">"", 7130]})"
"Fetch Issue having notes = 'Processing', duration = 'Completed', and modified_on greater than 14157.","frappe.get_doc(""Issue"", {""notes"": ""Processing"", ""duration"": ""Completed"", ""modified_on"": ["">"", 14157]})"
"Retrieve Patient details where conversion_factor = 'Inactive', contact_phone = 'Unpaid', and payment_terms > 8918.","frappe.get_doc(""Patient"", {""conversion_factor"": ""Inactive"", ""contact_phone"": ""Unpaid"", ""payment_terms"": ["">"", 8918]})"
"Fetch Lab Test having amount = 'Overdue', duration = 'Draft', and email greater than 7247.","frappe.get_doc(""Lab Test"", {""amount"": ""Overdue"", ""duration"": ""Draft"", ""email"": ["">"", 7247]})"
"Fetch Task having supplier_id = 'Closed', user_id = 'Closed', and rate greater than 17749.","frappe.get_doc(""Task"", {""supplier_id"": ""Closed"", ""user_id"": ""Closed"", ""rate"": ["">"", 17749]})"
"I need details of Custom Script where country matches 'Cancelled', created_on is 'Overdue', and workflow_state is over 6195.","frappe.get_doc(""Custom Script"", {""country"": ""Cancelled"", ""created_on"": ""Overdue"", ""workflow_state"": ["">"", 6195]})"
"Retrieve Fees details where address = 'Approved', date = 'Overdue', and status > 11616.","frappe.get_doc(""Fees"", {""address"": ""Approved"", ""date"": ""Overdue"", ""status"": ["">"", 11616]})"
"Can you get Website Theme where item_group is 'Unpaid', subtotal is 'On Hold', and delivery_date is more than 8796?","frappe.get_doc(""Website Theme"", {""item_group"": ""Unpaid"", ""subtotal"": ""On Hold"", ""delivery_date"": ["">"", 8796]})"
"Can you get Delivery Note where address is 'On Hold', item_code is 'Under Review', and progress is more than 5196?","frappe.get_doc(""Delivery Note"", {""address"": ""On Hold"", ""item_code"": ""Under Review"", ""progress"": ["">"", 5196]})"
"Can you get Issue where company is 'Overdue', contact_phone is 'Rejected', and first_name is more than 10409?","frappe.get_doc(""Issue"", {""company"": ""Overdue"", ""contact_phone"": ""Rejected"", ""first_name"": ["">"", 10409]})"
"Fetch Event having comments = 'Delivered', contact_phone = 'On Hold', and enabled greater than 13817.","frappe.get_doc(""Event"", {""comments"": ""Delivered"", ""contact_phone"": ""On Hold"", ""enabled"": ["">"", 13817]})"
"Retrieve Letter Head details where supplier_name = 'Unpaid', first_name = 'Under Review', and department > 5461.","frappe.get_doc(""Letter Head"", {""supplier_name"": ""Unpaid"", ""first_name"": ""Under Review"", ""department"": ["">"", 5461]})"
"I need details of Quotation where address matches 'Active', rate is 'Unpaid', and company is over 18598.","frappe.get_doc(""Quotation"", {""address"": ""Active"", ""rate"": ""Unpaid"", ""company"": ["">"", 18598]})"
"Find a Payroll Entry with item_name as 'Draft', status set to 'Delivered', and email exceeding 6768.","frappe.get_doc(""Payroll Entry"", {""item_name"": ""Draft"", ""status"": ""Delivered"", ""email"": ["">"", 6768]})"
"Can you get Email Queue where project_name is 'Processing', enabled is 'Open', and contact_person is more than 19261?","frappe.get_doc(""Email Queue"", {""project_name"": ""Processing"", ""enabled"": ""Open"", ""contact_person"": ["">"", 19261]})"
"Retrieve Opportunity details where project_name = 'Completed', email = 'Overdue', and qty > 15896.","frappe.get_doc(""Opportunity"", {""project_name"": ""Completed"", ""email"": ""Overdue"", ""qty"": ["">"", 15896]})"
"Find a Bed with due_date as 'Inactive', qty set to 'Processing', and customer_name exceeding 15767.","frappe.get_doc(""Bed"", {""due_date"": ""Inactive"", ""qty"": ""Processing"", ""customer_name"": ["">"", 15767]})"
"Can you get Employee where created_on is 'Under Review', comments is 'Overdue', and date is more than 5238?","frappe.get_doc(""Employee"", {""created_on"": ""Under Review"", ""comments"": ""Overdue"", ""date"": ["">"", 5238]})"
"Find a Order with end_date as 'On Hold', duration set to 'Cancelled', and date exceeding 15113.","frappe.get_doc(""Order"", {""end_date"": ""On Hold"", ""duration"": ""Cancelled"", ""date"": ["">"", 15113]})"
"I need details of Expense Claim where comments matches 'Under Review', reference_number is 'Active', and role is over 14193.","frappe.get_doc(""Expense Claim"", {""comments"": ""Under Review"", ""reference_number"": ""Active"", ""role"": ["">"", 14193]})"
"Fetch Student having description = 'On Hold', status = '9725', and conversion_factor greater than 12208.","frappe.get_doc(""Student"", {""description"": ""On Hold"", ""status"": ""9725"", ""conversion_factor"": ["">"", 12208]})"
"Can you get Sales Invoice where company is 'Pending', notes is 'Open', and duration is more than 11594?","frappe.get_doc(""Sales Invoice"", {""company"": ""Pending"", ""notes"": ""Open"", ""duration"": ["">"", 11594]})"
"Can you get Payment Entry where date is 'On Hold', role is 'Cancelled', and remarks is more than 5755?","frappe.get_doc(""Payment Entry"", {""date"": ""On Hold"", ""role"": ""Cancelled"", ""remarks"": ["">"", 5755]})"
"I need details of Loan Application where notes matches 'Pending', enabled is 'Draft', and rate is over 8166.","frappe.get_doc(""Loan Application"", {""notes"": ""Pending"", ""enabled"": ""Draft"", ""rate"": ["">"", 8166]})"
"Retrieve Blog Post details where contact_email = 'Draft', created_on = 'Delivered', and currency > 12225.","frappe.get_doc(""Blog Post"", {""contact_email"": ""Draft"", ""created_on"": ""Delivered"", ""currency"": ["">"", 12225]})"
"Find a Attendance with item_name as 'Open', progress set to '4284', and customer_name exceeding 17196.","frappe.get_doc(""Attendance"", {""item_name"": ""Open"", ""progress"": ""4284"", ""customer_name"": ["">"", 17196]})"
"Retrieve Journal Entry details where name = 'Delivered', comments = 'Rejected', and attachments > 9151.","frappe.get_doc(""Journal Entry"", {""name"": ""Delivered"", ""comments"": ""Rejected"", ""attachments"": ["">"", 9151]})"
"Retrieve Supplier details where description = 'Delivered', priority = 'Submitted', and supplier_name > 6280.","frappe.get_doc(""Supplier"", {""description"": ""Delivered"", ""priority"": ""Submitted"", ""supplier_name"": ["">"", 6280]})"
"Can you get Payment Entry where qty is 'Cancelled', conversion_factor is 'Pending', and remarks is more than 10542?","frappe.get_doc(""Payment Entry"", {""qty"": ""Cancelled"", ""conversion_factor"": ""Pending"", ""remarks"": ["">"", 10542]})"
"Retrieve Custom Script details where tax = 'Paid', name = 'Draft', and billing_address > 10762.","frappe.get_doc(""Custom Script"", {""tax"": ""Paid"", ""name"": ""Draft"", ""billing_address"": ["">"", 10762]})"
"I need details of Warehouse where contact_email matches 'Open', comments is 'Cancelled', and subtotal is over 12374.","frappe.get_doc(""Warehouse"", {""contact_email"": ""Open"", ""comments"": ""Cancelled"", ""subtotal"": ["">"", 12374]})"
"Retrieve Website Theme details where modified_on = 'Closed', supplier_id = 'Paid', and created_on > 11725.","frappe.get_doc(""Website Theme"", {""modified_on"": ""Closed"", ""supplier_id"": ""Paid"", ""created_on"": ["">"", 11725]})"
"I need details of Course where notes matches 'Paid', name is 'Rejected', and end_date is over 19720.","frappe.get_doc(""Course"", {""notes"": ""Paid"", ""name"": ""Rejected"", ""end_date"": ["">"", 19720]})"
"Can you get Job Offer where supplier_name is 'Cancelled', progress is 'Approved', and duration is more than 16746?","frappe.get_doc(""Job Offer"", {""supplier_name"": ""Cancelled"", ""progress"": ""Approved"", ""duration"": ["">"", 16746]})"
"Retrieve Library Membership details where enabled = 'Processing', workflow_state = 'Approved', and item_name > 13944.","frappe.get_doc(""Library Membership"", {""enabled"": ""Processing"", ""workflow_state"": ""Approved"", ""item_name"": ["">"", 13944]})"
"Fetch Course having project_name = 'Cancelled', billing_address = 'Under Review', and email greater than 8754.","frappe.get_doc(""Course"", {""project_name"": ""Cancelled"", ""billing_address"": ""Under Review"", ""email"": ["">"", 8754]})"
"Find a Journal Entry with address as 'Active', project_name set to 'Pending', and total exceeding 10148.","frappe.get_doc(""Journal Entry"", {""address"": ""Active"", ""project_name"": ""Pending"", ""total"": ["">"", 10148]})"
"I need details of Purchase Order where created_on matches 'Paid', warehouse is 'Confirmed', and comments is over 16748.","frappe.get_doc(""Purchase Order"", {""created_on"": ""Paid"", ""warehouse"": ""Confirmed"", ""comments"": ["">"", 16748]})"
"Find a Order with rate as 'Rejected', start_date set to '8429', and created_on exceeding 16403.","frappe.get_doc(""Order"", {""rate"": ""Rejected"", ""start_date"": ""8429"", ""created_on"": ["">"", 16403]})"
"Fetch Exam having item_name = 'Open', reference_number = 'Draft', and department greater than 9282.","frappe.get_doc(""Exam"", {""item_name"": ""Open"", ""reference_number"": ""Draft"", ""department"": ["">"", 9282]})"
"Can you get Web Page where status is '5833', role is 'Active', and progress is more than 15774?","frappe.get_doc(""Web Page"", {""status"": ""5833"", ""role"": ""Active"", ""progress"": ["">"", 15774]})"
"I need details of Sales Invoice where item_code matches 'Active', payment_terms is 'Delivered', and comments is over 19893.","frappe.get_doc(""Sales Invoice"", {""item_code"": ""Active"", ""payment_terms"": ""Delivered"", ""comments"": ["">"", 19893]})"
"Retrieve Purchase Order details where discount = 'Closed', reference_number = 'Paid', and supplier_name > 19646.","frappe.get_doc(""Purchase Order"", {""discount"": ""Closed"", ""reference_number"": ""Paid"", ""supplier_name"": ["">"", 19646]})"
"Retrieve Job Applicant details where customer_name = 'Closed', designation = 'Inactive', and subtotal > 9932.","frappe.get_doc(""Job Applicant"", {""customer_name"": ""Closed"", ""designation"": ""Inactive"", ""subtotal"": ["">"", 9932]})"
"Find a Item with address as 'Pending', customer_name set to 'Cancelled', and end_date exceeding 15475.","frappe.get_doc(""Item"", {""address"": ""Pending"", ""customer_name"": ""Cancelled"", ""end_date"": ["">"", 15475]})"
"Fetch Student having country = 'Closed', quantity = 'Open', and task_name greater than 9860.","frappe.get_doc(""Student"", {""country"": ""Closed"", ""quantity"": ""Open"", ""task_name"": ["">"", 9860]})"
"Fetch Loan Repayment having priority = 'Confirmed', contact_person = 'Open', and customer_name greater than 16234.","frappe.get_doc(""Loan Repayment"", {""priority"": ""Confirmed"", ""contact_person"": ""Open"", ""customer_name"": ["">"", 16234]})"
"I need details of Warehouse where name matches 'Confirmed', total is 'Open', and item_name is over 16213.","frappe.get_doc(""Warehouse"", {""name"": ""Confirmed"", ""total"": ""Open"", ""item_name"": ["">"", 16213]})"
"Fetch Patient Appointment having rate = 'Under Review', supplier_name = 'Submitted', and conversion_factor greater than 7079.","frappe.get_doc(""Patient Appointment"", {""rate"": ""Under Review"", ""supplier_name"": ""Submitted"", ""conversion_factor"": ["">"", 7079]})"
"Fetch Timesheet having shipping_address = 'Processing', date = 'Cancelled', and modified_on greater than 13560.","frappe.get_doc(""Timesheet"", {""shipping_address"": ""Processing"", ""date"": ""Cancelled"", ""modified_on"": ["">"", 13560]})"
"Fetch Program having description = 'Draft', remarks = '6255', and comments greater than 9296.","frappe.get_doc(""Program"", {""description"": ""Draft"", ""remarks"": ""6255"", ""comments"": ["">"", 9296]})"
"Fetch Email Queue having item_code = 'Active', attachments = 'Open', and amount greater than 15653.","frappe.get_doc(""Email Queue"", {""item_code"": ""Active"", ""attachments"": ""Open"", ""amount"": ["">"", 15653]})"
"Retrieve Website Settings details where task_name = 'Under Review', attachments = 'Closed', and contact_phone > 7267.","frappe.get_doc(""Website Settings"", {""task_name"": ""Under Review"", ""attachments"": ""Closed"", ""contact_phone"": ["">"", 7267]})"
"Can you get Payment Entry where task_name is 'Paid', qty is 'Open', and delivery_date is more than 12136?","frappe.get_doc(""Payment Entry"", {""task_name"": ""Paid"", ""qty"": ""Open"", ""delivery_date"": ["">"", 12136]})"
"Can you get Custom Field where tax is 'Cancelled', priority is 'Unpaid', and uom is more than 9769?","frappe.get_doc(""Custom Field"", {""tax"": ""Cancelled"", ""priority"": ""Unpaid"", ""uom"": ["">"", 9769]})"
"I need details of Delivery Note where supplier_id matches 'On Hold', item_code is 'Delivered', and subtotal is over 10101.","frappe.get_doc(""Delivery Note"", {""supplier_id"": ""On Hold"", ""item_code"": ""Delivered"", ""subtotal"": ["">"", 10101]})"
"Retrieve Email Template details where contact_email = 'Active', designation = 'Delivered', and priority > 6527.","frappe.get_doc(""Email Template"", {""contact_email"": ""Active"", ""designation"": ""Delivered"", ""priority"": ["">"", 6527]})"
"Retrieve Job Applicant details where discount = 'Approved', price = 'Rejected', and company > 10755.","frappe.get_doc(""Job Applicant"", {""discount"": ""Approved"", ""price"": ""Rejected"", ""company"": ["">"", 10755]})"
"Retrieve Purchase Order details where status = 'Rejected', comments = 'On Hold', and stock_uom > 9423.","frappe.get_doc(""Purchase Order"", {""status"": ""Rejected"", ""comments"": ""On Hold"", ""stock_uom"": ["">"", 9423]})"
"Fetch Library Transaction having due_date = 'Overdue', task_name = 'Overdue', and price greater than 9796.","frappe.get_doc(""Library Transaction"", {""due_date"": ""Overdue"", ""task_name"": ""Overdue"", ""price"": ["">"", 9796]})"
"Fetch Payroll Entry having comments = 'Approved', shipping_address = 'Confirmed', and priority greater than 5726.","frappe.get_doc(""Payroll Entry"", {""comments"": ""Approved"", ""shipping_address"": ""Confirmed"", ""priority"": ["">"", 5726]})"
"I need details of Timesheet where priority matches 'Cancelled', item_code is 'Processing', and price is over 7655.","frappe.get_doc(""Timesheet"", {""priority"": ""Cancelled"", ""item_code"": ""Processing"", ""price"": ["">"", 7655]})"
"Retrieve User details where first_name = 'Closed', quantity = 'Draft', and contact_phone > 8865.","frappe.get_doc(""User"", {""first_name"": ""Closed"", ""quantity"": ""Draft"", ""contact_phone"": ["">"", 8865]})"
"Retrieve Print Format details where first_name = 'Open', quantity = 'Pending', and country > 15059.","frappe.get_doc(""Print Format"", {""first_name"": ""Open"", ""quantity"": ""Pending"", ""country"": ["">"", 15059]})"
"I need details of Order where progress matches 'Closed', created_on is 'Delivered', and total is over 10097.","frappe.get_doc(""Order"", {""progress"": ""Closed"", ""created_on"": ""Delivered"", ""total"": ["">"", 10097]})"
"Fetch Supplier having item_name = 'Submitted', warehouse = 'Overdue', and uom greater than 14813.","frappe.get_doc(""Supplier"", {""item_name"": ""Submitted"", ""warehouse"": ""Overdue"", ""uom"": ["">"", 14813]})"
"Find a Letter Head with rate as 'Processing', contact_phone set to 'Active', and billing_address exceeding 7298.","frappe.get_doc(""Letter Head"", {""rate"": ""Processing"", ""contact_phone"": ""Active"", ""billing_address"": ["">"", 7298]})"
"Retrieve Warehouse details where progress = 'Overdue', start_date = 'Cancelled', and contact_phone > 10503.","frappe.get_doc(""Warehouse"", {""progress"": ""Overdue"", ""start_date"": ""Cancelled"", ""contact_phone"": ["">"", 10503]})"
"Can you get Leave Application where billing_address is 'Open', currency is 'Delivered', and priority is more than 13191?","frappe.get_doc(""Leave Application"", {""billing_address"": ""Open"", ""currency"": ""Delivered"", ""priority"": ["">"", 13191]})"
"Fetch Sales Invoice having reference_number = 'Closed', phone = 'Paid', and approval_status greater than 13576.","frappe.get_doc(""Sales Invoice"", {""reference_number"": ""Closed"", ""phone"": ""Paid"", ""approval_status"": ["">"", 13576]})"
"Can you get Email Queue where country is 'Paid', item_code is 'Overdue', and email is more than 6756?","frappe.get_doc(""Email Queue"", {""country"": ""Paid"", ""item_code"": ""Overdue"", ""email"": ["">"", 6756]})"
"I need details of Purchase Invoice where priority matches 'Submitted', discount is 'Approved', and rate is over 13275.","frappe.get_doc(""Purchase Invoice"", {""priority"": ""Submitted"", ""discount"": ""Approved"", ""rate"": ["">"", 13275]})"
"Can you get Training Event where shipping_address is 'Unpaid', item_group is 'Paid', and project_name is more than 11089?","frappe.get_doc(""Training Event"", {""shipping_address"": ""Unpaid"", ""item_group"": ""Paid"", ""project_name"": ["">"", 11089]})"
"Find a Expense Claim with progress as 'Inactive', currency set to 'Unpaid', and qty exceeding 18175.","frappe.get_doc(""Expense Claim"", {""progress"": ""Inactive"", ""currency"": ""Unpaid"", ""qty"": ["">"", 18175]})"
"Can you get Newsletter where quantity is 'Closed', conversion_factor is 'Open', and supplier_name is more than 7058?","frappe.get_doc(""Newsletter"", {""quantity"": ""Closed"", ""conversion_factor"": ""Open"", ""supplier_name"": ["">"", 7058]})"
"I need details of Patient where conversion_factor matches 'Completed', attachments is 'Under Review', and item_group is over 18744.","frappe.get_doc(""Patient"", {""conversion_factor"": ""Completed"", ""attachments"": ""Under Review"", ""item_group"": ["">"", 18744]})"
"Can you get BOM where supplier_name is 'Pending', duration is 'Rejected', and comments is more than 12414?","frappe.get_doc(""BOM"", {""supplier_name"": ""Pending"", ""duration"": ""Rejected"", ""comments"": ["">"", 12414]})"
"Fetch Leave Application having company = 'Open', reference_number = 'Pending', and start_date greater than 6288.","frappe.get_doc(""Leave Application"", {""company"": ""Open"", ""reference_number"": ""Pending"", ""start_date"": ["">"", 6288]})"
"Can you get Training Event where project_name is '4987', department is 'Closed', and warehouse is more than 15965?","frappe.get_doc(""Training Event"", {""project_name"": ""4987"", ""department"": ""Closed"", ""warehouse"": ["">"", 15965]})"
"Can you get Issue where project_name is 'Delivered', subtotal is 'Open', and designation is more than 12355?","frappe.get_doc(""Issue"", {""project_name"": ""Delivered"", ""subtotal"": ""Open"", ""designation"": ["">"", 12355]})"
"Fetch Warehouse having modified_on = 'Unpaid', name = 'Submitted', and stock_uom greater than 6961.","frappe.get_doc(""Warehouse"", {""modified_on"": ""Unpaid"", ""name"": ""Submitted"", ""stock_uom"": ["">"", 6961]})"
"Retrieve Leave Allocation details where end_date = 'Open', supplier_id = '3659', and item_code > 6403.","frappe.get_doc(""Leave Allocation"", {""end_date"": ""Open"", ""supplier_id"": ""3659"", ""item_code"": ["">"", 6403]})"
"Find a Purchase Receipt with country as 'Draft', remarks set to 'Unpaid', and attachments exceeding 7638.","frappe.get_doc(""Purchase Receipt"", {""country"": ""Draft"", ""remarks"": ""Unpaid"", ""attachments"": ["">"", 7638]})"
"Retrieve Library Transaction details where remarks = 'Open', created_on = 'Completed', and stock_uom > 15791.","frappe.get_doc(""Library Transaction"", {""remarks"": ""Open"", ""created_on"": ""Completed"", ""stock_uom"": ["">"", 15791]})"
"Fetch Library Membership having first_name = 'Closed', priority = 'Cancelled', and email greater than 9941.","frappe.get_doc(""Library Membership"", {""first_name"": ""Closed"", ""priority"": ""Cancelled"", ""email"": ["">"", 9941]})"
"I need details of Web Page where start_date matches 'Delivered', contact_person is 'Open', and progress is over 16686.","frappe.get_doc(""Web Page"", {""start_date"": ""Delivered"", ""contact_person"": ""Open"", ""progress"": ["">"", 16686]})"
"Retrieve Sales Invoice details where delivery_date = 'Active', duration = 'Overdue', and contact_email > 15542.","frappe.get_doc(""Sales Invoice"", {""delivery_date"": ""Active"", ""duration"": ""Overdue"", ""contact_email"": ["">"", 15542]})"
"Retrieve Task details where project_name = 'Pending', tax = 'Under Review', and modified_on > 19631.","frappe.get_doc(""Task"", {""project_name"": ""Pending"", ""tax"": ""Under Review"", ""modified_on"": ["">"", 19631]})"
"Retrieve Asset details where billing_address = 'Unpaid', item_name = 'Rejected', and end_date > 17840.","frappe.get_doc(""Asset"", {""billing_address"": ""Unpaid"", ""item_name"": ""Rejected"", ""end_date"": ["">"", 17840]})"
"Fetch Appraisal having supplier_id = 'Closed', tax = 'Approved', and attachments greater than 12139.","frappe.get_doc(""Appraisal"", {""supplier_id"": ""Closed"", ""tax"": ""Approved"", ""attachments"": ["">"", 12139]})"
"Retrieve Training Event details where tax = 'Approved', amount = 'Active', and customer_name > 15180.","frappe.get_doc(""Training Event"", {""tax"": ""Approved"", ""amount"": ""Active"", ""customer_name"": ["">"", 15180]})"
Can you fetch the details of Customer John Doe?,"frappe.get_doc(""Customer"", {""customer_name"": ""John Doe""})"
I need the Employee record for emp0012.,"frappe.get_doc(""Employee"", {""employee_id"": ""emp0012""})"
Pull up the Supplier profile using email supplier@example.com.,"frappe.get_doc(""Supplier"", {""email"": ""supplier@example.com""})"
Find the Sales Invoice for INV-1002.,"frappe.get_doc(""Sales Invoice"", {""invoice_number"": ""INV-1002""})"
Can you get the list of Customers who belong to Category A?,"frappe.get_doc(""Customer"", {""customer_group"": ""Category A""})"
Fetch the Employee record where the status is Active and department is HR.,"frappe.get_doc(""Employee"", {""status"": ""Active"", ""department"": ""HR""})"
Retrieve the Task assigned to UserX with a Pending status.,"frappe.get_doc(""Task"", {""assigned_to"": ""UserX"", ""status"": ""Pending""})"
Find the Purchase Order for Supplier ABC Corp with a status of Approved.,"frappe.get_doc(""Purchase Order"", {""supplier"": ""ABC Corp"", ""status"": ""Approved""})"
Find the latest Quotation for me.,"frappe.get_doc(""Quotation"", order_by=""creation desc"", limit=1)"
Show me any open Support Ticket.,"frappe.get_doc(""Issue"", {""status"": ""Open""})"
Get my most recent Sales Order.,"frappe.get_doc(""Sales Order"", order_by=""creation desc"", limit=1)"
Show me the details of the Project named 'AlphaLaunch'.,"frappe.get_doc(""Project"", {""project_name"": ""AlphaLaunch""})"
Find the user profile for email john.doe@example.com.,"frappe.get_doc(""User"", {""email"": ""john.doe@example.com""})"
Get the Vendor profile where the company is XYZ Ltd.,"frappe.get_doc(""Vendor"", {""company_name"": ""XYZ Ltd.""})"
Retrieve the Stock Entry with reference number SE-009.,"frappe.get_doc(""Stock Entry"", {""reference_no"": ""SE-009""})"
Get the active Purchase Invoice for Supplier DEF Ltd.,"frappe.get_doc(""Purchase Invoice"", {""supplier"": ""DEF Ltd."", ""status"": ""Active""})"
Find the Item record where item code is ITM-543 and category is Electronics.,"frappe.get_doc(""Item"", {""item_code"": ""ITM-543"", ""category"": ""Electronics""})"
Fetch the Job Applicant with email hr@gngj.com and status as Pending.,"frappe.get_doc(""Job Applicant"", {""email"": ""hr@gngj.com"", ""status"": ""Pending""})"
Get the Customer record where city is New York and customer type is Individual.,"frappe.get_doc(""Customer"", {""city"": ""New York"", ""customer_type"": ""Individual""})"
Give me the most recent Employee record.,"frappe.get_doc(""Employee"", order_by=""creation desc"", limit=1)"
Fetch any open Work Order.,"frappe.get_doc(""Work Order"", {""status"": ""Open""})"
Find my latest submitted Expense Claim.,"frappe.get_doc(""Expense Claim"", order_by=""creation desc"", limit=1)"
Show me the latest customer feedback received.,"frappe.get_doc(""Feedback"", order_by=""creation desc"", limit=1)"
Fetch the latest Purchase Receipt for Supplier DEF Ltd.,"frappe.get_doc(""Purchase Receipt"", {""supplier"": ""DEF Ltd.""}, order_by=""creation desc"", limit=1)"
Find the most recent Leave Application for Employee EMP-1003.,"frappe.get_doc(""Leave Application"", {""employee"": ""EMP-1003""}, order_by=""creation desc"", limit=1)"
Retrieve the last submitted Expense Claim for department HR.,"frappe.get_doc(""Expense Claim"", {""department"": ""HR""}, order_by=""creation desc"", limit=1)"
Get the Sales Invoice where the billing address contains 'Downtown'.,"frappe.get_doc(""Sales Invoice"", {""billing_address"": [""like"", ""%Downtown%""]})"
Find the Purchase Order where the item list includes 'Laptop'.,"frappe.get_doc(""Purchase Order"", {""items"": [""like"", ""%Laptop%""]})"
Fetch the Customer record linked to the Sales Order SO-7890.,"frappe.get_doc(""Sales Order"", ""SO-7890"").customer"
Get the Employee details associated with User john.doe.,"frappe.get_doc(""Employee"", {""user_id"": ""john.doe""})"
Retrieve the active Project where status is 'In Progress' or 'Pending'.,"frappe.get_doc(""Project"", {""status"": [""in"", [""In Progress"", ""Pending""]]})"
Fetch the Task that is either assigned to UserA or UserB.,"frappe.get_doc(""Task"", {""assigned_to"": [""in"", [""UserA"", ""UserB""]]})"
Get the most expensive Item in the Electronics category.,"frappe.get_doc(""Item"", {""category"": ""Electronics""}, order_by=""price desc"", limit=1)"
Find the Warehouse with the highest available stock.,"frappe.get_doc(""Warehouse"", order_by=""available_stock desc"", limit=1)"
Fetch the Customer where the name starts with 'Mega'.,"frappe.get_doc(""Customer"", {""customer_name"": [""like"", ""Mega%""]})"
