Corrected Customer Question,Corrected Frappe Query
Give me the entire Leave Application record set.,"frappe.get_all(""Leave Application"")"
Look up records related to every available Vehicle document from the system.,"frappe.get_all(""Vehicle"")"
"Get me Quotation records which include status being Active, along with invoice_date and currency.","frappe.get_all(""Quotation"", filters={""status"": ""Active""}, fields=[""invoice_date"", ""currency""])"
Show all stored Employee records in the database.,"frappe.get_all(""Employee"")"
"Display User records in which status marked as Paid and status marked as greater than 5000, accompanied by leave_type, supplier_name, and status, ordered by creation in descending order.","frappe.get_all(""User"", filters={""status"": ""Paid"", ""status"": ["">"", 5000]}, fields=[""leave_type"", ""supplier_name"", ""status""], order_by=""creation desc"")"
Present the stored details of all Warehouse data stored in the database.,"frappe.get_all(""Warehouse"")"
"Bring up Warehouse records with status marked as Paid and expense_amount marked as greater than 5000, containing stock_uom, status, and expense_amount, ordered by creation in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Paid"", ""expense_amount"": ["">"", 5000]}, fields=[""stock_uom"", ""status"", ""expense_amount""], order_by=""creation desc"")"
"Display Sales Invoice records in which status being Completed, department being Finance, and date_of_joining being after 2023-01-01, along with name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Completed"", ""department"": ""Finance"", ""date_of_joining"": ["">"", ""2023-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Can you show me Delivery Note records with status marked as Active, accompanied by currency and task_status.","frappe.get_all(""Delivery Note"", filters={""status"": ""Active""}, fields=[""currency"", ""task_status""])"
"Display Warehouse records whose status having Paid and journal_entry_type having greater than 5000, containing name, currency, and journal_entry_type, ordered by creation in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Paid"", ""journal_entry_type"": ["">"", 5000]}, fields=[""name"", ""currency"", ""journal_entry_type""], order_by=""creation desc"")"
Display the complete lhavingt of Vehicle records.,"frappe.get_all(""Vehicle"")"
"Summarize information about Timesheet records that have status marked as Paid and task_status marked as greater than 5000, accompanied by supplier_name, expense_amount, and task_status, ordered by creation in descending order.","frappe.get_all(""Timesheet"", filters={""status"": ""Paid"", ""task_status"": ["">"", 5000]}, fields=[""supplier_name"", ""expense_amount"", ""task_status""], order_by=""creation desc"")"
"Get me Employee records that have the status marked as Active, containing order_date and journal_entry_type.","frappe.get_all(""Employee"", filters={""status"": ""Active""}, fields=[""order_date"", ""journal_entry_type""])"
"List Lead records with status having Paid and amount having greater than 5000, along with customer_name, expense_amount, and amount, ordered by creation in descending order.","frappe.get_all(""Lead"", filters={""status"": ""Paid"", ""amount"": ["">"", 5000]}, fields=[""customer_name"", ""expense_amount"", ""amount""], order_by=""creation desc"")"
"Can you provide details of Employee records that have department marked as IT, status marked as Approved, from_date marked as on or after 2023-01-01, and to_date marked as on or before 2024-06-30, accompanied by employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Employee"", filters={""department"": ""IT"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"List Customer records that have the status marked as Active, containing currency and project_name.","frappe.get_all(""Customer"", filters={""status"": ""Active""}, fields=[""currency"", ""project_name""])"
"Get me Leave Application records that have status being Paid, total being greater than 10000, and supplier being XYZ Corp, accompanied by name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""total"": ["">"", 10000], ""supplier"": ""XYZ Corp""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Fetch Loan records that have status with status Active, including invoice_date and leave_type.","frappe.get_all(""Loan"", filters={""status"": ""Active""}, fields=[""invoice_date"", ""leave_type""])"
"Dwith statusplay Attendance records which include status with status Active, containing amount and pricing_rule_type.","frappe.get_all(""Attendance"", filters={""status"": ""Active""}, fields=[""amount"", ""pricing_rule_type""])"
List Purchase Order records that have order_date being value_426.,"frappe.get_all(""Purchase Order"", filters={""order_date"": ""value_426""})"
"Pull up Contract records that have the status marked as Active, along with amount and customer_name.","frappe.get_all(""Contract"", filters={""status"": ""Active""}, fields=[""amount"", ""customer_name""])"
"Give me Sales Invoice records in which department marked as Sales, status marked as Paid, from_date marked as on or after 2023-06-01, and to_date marked as on or before 2023-12-31, accompanied by employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""Sales"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Find and dwith statusplay Warehouse records that have the status with status Approved, department with status IT, and date_of_joining with status after 2024-01-01, containing name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Approved"", ""department"": ""IT"", ""date_of_joining"": ["">"", ""2024-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Look up Role records with status being Active, accompanied by invoice_date and stock_uom.","frappe.get_all(""Role"", filters={""status"": ""Active""}, fields=[""invoice_date"", ""stock_uom""])"
Summarize information about Loan records stored in the database.,"frappe.get_all(""Loan"")"
Fetch the complete List of Journal Entry entries from the database.,"frappe.get_all(""Journal Entry"")"
Fetch the complete lhavingt of Attendance documents.,"frappe.get_all(""Attendance"")"
Locate and display all Journal Entry entries.,"frappe.get_all(""Journal Entry"")"
"Give me Quotation records in which status marked as Active, including order_date and stock_uom.","frappe.get_all(""Quotation"", filters={""status"": ""Active""}, fields=[""order_date"", ""stock_uom""])"
"Provide Employee records whose status marked as Approved, total marked as greater than 10000, and supplier marked as ABC Pvt Ltd, along with name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Approved"", ""total"": ["">"", 10000], ""supplier"": ""ABC Pvt Ltd""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Summarize information about Timesheet records with name marked as value_402.,"frappe.get_all(""Timesheet"", filters={""name"": ""value_402""})"
Fetch the complete List of Purchase Order entries.,"frappe.get_all(""Purchase Order"")"
Fetch records for all Supplier entries.,"frappe.get_all(""Supplier"")"
"Provide Purchase Order records which include status being Active, total being greater than 10000, and supplier being Tech Innovations, accompanied by name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Active"", ""total"": ["">"", 10000], ""supplier"": ""Tech Innovations""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Retrieve relevant entries from all Timesheet documents.,"frappe.get_all(""Timesheet"")"
"Show details of Purchase Order records whose status having Paid and company having greater than 5000, including expense_amount, supplier_name, and company, ordered by creation in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""expense_amount"", ""supplier_name"", ""company""], order_by=""creation desc"")"
"Pull up Delivery Note records that have the status marked as Active, including invoice_date and order_date.","frappe.get_all(""Delivery Note"", filters={""status"": ""Active""}, fields=[""invoice_date"", ""order_date""])"
"Pull up User records with status marked as Paid and order_date marked as greater than 5000, accompanied by expense_amount, amount, and order_date, ordered by creation in descending order.","frappe.get_all(""User"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""expense_amount"", ""amount"", ""order_date""], order_by=""creation desc"")"
Show me relevant data on all Asset entries.,"frappe.get_all(""Asset"")"
"Help me find Employee records whose department having HR, status having Paid, from_date having on or after 2023-01-01, and to_date having on or before 2023-12-31, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Employee"", filters={""department"": ""HR"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Give me Purchase Order records that have status marked as Active, capacity marked as greater than 7500, and location marked as Los Angeles, along with name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Purchase Order"", filters={""status"": ""Active"", ""capacity"": ["">"", 7500], ""location"": ""Los Angeles""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"List Contract records that have status being Paid and name being greater than 5000, including order_date, task_status, and name, ordered by creation in descending order.","frappe.get_all(""Contract"", filters={""status"": ""Paid"", ""name"": ["">"", 5000]}, fields=[""order_date"", ""task_status"", ""name""], order_by=""creation desc"")"
Give me Supplier records in which order_date marked as value_515.,"frappe.get_all(""Supplier"", filters={""order_date"": ""value_515""})"
"Give me Role records in which status having Paid and pricing_rule_type having greater than 5000, along with name, currency, and pricing_rule_type, ordered by creation in descending order.","frappe.get_all(""Role"", filters={""status"": ""Paid"", ""pricing_rule_type"": ["">"", 5000]}, fields=[""name"", ""currency"", ""pricing_rule_type""], order_by=""creation desc"")"
Show me relevant data on User records which include customer_name marked as value_522.,"frappe.get_all(""User"", filters={""customer_name"": ""value_522""})"
"Find Attendance records that have the status having Paid and employee_name having greater than 5000, containing invoice_date, expense_amount, and employee_name, ordered by creation in descending order.","frappe.get_all(""Attendance"", filters={""status"": ""Paid"", ""employee_name"": ["">"", 5000]}, fields=[""invoice_date"", ""expense_amount"", ""employee_name""], order_by=""creation desc"")"
Can I see all the stored Customer entries?,"frappe.get_all(""Customer"")"
"Bring up Purchase Order records that have the department marked as IT, status marked as Approved, from_date marked as on or after 2023-01-01, and to_date marked as on or before 2023-10-01, including employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Purchase Order"", filters={""department"": ""IT"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Display Leave Application records.,"frappe.get_all(""Leave Application"")"
Summarize information about all Employee entries.,"frappe.get_all(""Employee"")"
"Highlight key details from Quality Inspection records with status marked as Active, with details of leave_type and pricing_rule_type.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Active""}, fields=[""leave_type"", ""pricing_rule_type""])"
Can you show me Payment Entry records whose order_date marked as value_317.,"frappe.get_all(""Payment Entry"", filters={""order_date"": ""value_317""})"
Get me information on all stored Item records from the database.,"frappe.get_all(""Item"")"
Can you show me Warehouse records with stock_uom marked as value_430.,"frappe.get_all(""Warehouse"", filters={""stock_uom"": ""value_430""})"
Display the entire collection of Lead entries.,"frappe.get_all(""Lead"")"
"Find and dwith statusplay Employee records that have status with status Paid and name with status greater than 5000, including stock_uom, company, and name, ordered by creation in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Paid"", ""name"": ["">"", 5000]}, fields=[""stock_uom"", ""company"", ""name""], order_by=""creation desc"")"
"Pull up Quality Inspection records with status marked as Paid and stock_uom marked as greater than 5000, with details of employee_name, quantity, and stock_uom, ordered by creation in descending order.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Paid"", ""stock_uom"": ["">"", 5000]}, fields=[""employee_name"", ""quantity"", ""stock_uom""], order_by=""creation desc"")"
Pull up details for the full List of Quotation documents.,"frappe.get_all(""Quotation"")"
"Can you show me Sales Invoice records that have status marked as Paid, department marked as HR, and date_of_joining marked as after 2022-01-01, including name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Paid"", ""department"": ""HR"", ""date_of_joining"": ["">"", ""2022-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Bring up Contract records which include status with status Paid and task_status with status greater than 5000, accompanied by supplier_name, customer_name, and task_status, ordered by creation in descending order.","frappe.get_all(""Contract"", filters={""status"": ""Paid"", ""task_status"": ["">"", 5000]}, fields=[""supplier_name"", ""customer_name"", ""task_status""], order_by=""creation desc"")"
Fetch all Employee entries with details.,"frappe.get_all(""Employee"")"
Display the entire Quotation dataset stored.,"frappe.get_all(""Quotation"")"
Provide a full dataset of Payment Entry records.,"frappe.get_all(""Payment Entry"")"
"Look up Sales Invoice records whose status marked as Approved, capacity marked as greater than 10000, and location marked as New York, along with name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Approved"", ""capacity"": ["">"", 10000], ""location"": ""New York""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
Help me find Quality Inspection records whose journal_entry_type marked as value_560.,"frappe.get_all(""Quality Inspection"", filters={""journal_entry_type"": ""value_560""})"
"I need to see Journal Entry records that have status marked as Active, along with project_name and payment_status.","frappe.get_all(""Journal Entry"", filters={""status"": ""Active""}, fields=[""project_name"", ""payment_status""])"
"Fetch records for Quality Inspection records that have status marked as Paid and name marked as greater than 5000, including status, invoice_date, and name, ordered by creation in descending order.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Paid"", ""name"": ["">"", 5000]}, fields=[""status"", ""invoice_date"", ""name""], order_by=""creation desc"")"
Show all stored Driver data records.,"frappe.get_all(""Driver"")"
Give me the entire Sales Invoice record set.,"frappe.get_all(""Sales Invoice"")"
"List Employee records that have status with status Paid and project_name with status greater than 5000, with details of pricing_rule_type, company, and project_name, ordered by creation in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Paid"", ""project_name"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""company"", ""project_name""], order_by=""creation desc"")"
Pull up all Driver records from the database.,"frappe.get_all(""Driver"")"
Get me Driver records which include payment_status with status value_576.,"frappe.get_all(""Driver"", filters={""payment_status"": ""value_576""})"
"Find and Display Purchase Order records that have the status marked as Paid, department marked as HR, and date_of_joining marked as after 2023-01-01, with details of name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""department"": ""HR"", ""date_of_joining"": ["">"", ""2023-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Find and dhavingplay Leave Application records whose status having Paid, capacity having greater than 5000, and location having San Franchavingco, accompanied by name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""capacity"": ["">"", 5000], ""location"": ""San Francisco""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Can you show me Task records in which status being Paid and amount being greater than 5000, including inspection_result, journal_entry_type, and amount, ordered by creation in descending order.","frappe.get_all(""Task"", filters={""status"": ""Paid"", ""amount"": ["">"", 5000]}, fields=[""inspection_result"", ""journal_entry_type"", ""amount""], order_by=""creation desc"")"
"Pull up Asset records whose status marked as Active, containing employee_name and quantity.","frappe.get_all(""Asset"", filters={""status"": ""Active""}, fields=[""employee_name"", ""quantity""])"
"Bring up Warehouse records which include status with status Active, including name and supplier_name.","frappe.get_all(""Warehouse"", filters={""status"": ""Active""}, fields=[""name"", ""supplier_name""])"
"List Asset records in which status marked as Paid and vehicle_type marked as greater than 5000, including amount, task_status, and vehicle_type, ordered by creation in descending order.","frappe.get_all(""Asset"", filters={""status"": ""Paid"", ""vehicle_type"": ["">"", 5000]}, fields=[""amount"", ""task_status"", ""vehicle_type""], order_by=""creation desc"")"
"I'd like to see information on Employee records whose department with status IT, status with status Approved, from_date with status on or after 2023-09-01, and to_date with status on or before 2023-10-01, including employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Employee"", filters={""department"": ""IT"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Provide Lead records with status with status Paid and currency with status greater than 5000, along with name, supplier_name, and currency, ordered by creation in descending order.","frappe.get_all(""Lead"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""name"", ""supplier_name"", ""currency""], order_by=""creation desc"")"
Display the entire collection of Loan entries.,"frappe.get_all(""Loan"")"
Find Purchase Order records that have the quantity being value_503.,"frappe.get_all(""Purchase Order"", filters={""quantity"": ""value_503""})"
"I need to see Asset records that have the status having Paid and currency having greater than 5000, containing leave_type, project_name, and currency, ordered by creation in descending order.","frappe.get_all(""Asset"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""leave_type"", ""project_name"", ""currency""], order_by=""creation desc"")"
"Get me information on Warehouse records with status marked as Approved, total marked as greater than 5000, and supplier marked as Global Supplies, containing name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Approved"", ""total"": ["">"", 5000], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"I need to see Leave Application records in which status marked as Active, capacity marked as greater than 5000, and location marked as San Francmarked asco, containing name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Leave Application"", filters={""status"": ""Active"", ""capacity"": ["">"", 5000], ""location"": ""San Francisco""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Show details of Quality Inspection records that have status having Paid and leave_type having greater than 5000, accompanied by amount, expense_amount, and leave_type, ordered by creation in descending order.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Paid"", ""leave_type"": ["">"", 5000]}, fields=[""amount"", ""expense_amount"", ""leave_type""], order_by=""creation desc"")"
"I need to see Sales Invoice records that have the status being Completed, department being Sales, and date_of_joining being after 2023-01-01, including name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Completed"", ""department"": ""Sales"", ""date_of_joining"": ["">"", ""2023-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Provide Sales Invoice records which include status being Paid, total being greater than 20000, and supplier being Tech Innovations, along with name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Paid"", ""total"": ["">"", 20000], ""supplier"": ""Tech Innovations""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Show details of Sales Invoice records which include status marked as Completed, total marked as greater than 7500, and supplier marked as Tech Innovations, accompanied by name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Completed"", ""total"": ["">"", 7500], ""supplier"": ""Tech Innovations""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Can you provide a List of all Lead records?,"frappe.get_all(""Lead"")"
"Pull up Leave Application records in which status with status Paid, capacity with status greater than 5000, and location with status Chicago, containing name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""capacity"": ["">"", 5000], ""location"": ""Chicago""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Display Leave Application records that have the status being Active, including customer_name and supplier_name.","frappe.get_all(""Leave Application"", filters={""status"": ""Active""}, fields=[""customer_name"", ""supplier_name""])"
"Help me find Subscription records which include status having Active, with details of inspection_result and amount.","frappe.get_all(""Subscription"", filters={""status"": ""Active""}, fields=[""inspection_result"", ""amount""])"
"Find Expense Claim records that have status with status Paid and company with status greater than 5000, with details of order_date, employee_name, and company, ordered by creation in descending order.","frappe.get_all(""Expense Claim"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""order_date"", ""employee_name"", ""company""], order_by=""creation desc"")"
Can I see all the stored User entries?,"frappe.get_all(""User"")"
Fetch every available Role entry.,"frappe.get_all(""Role"")"
Look up Contract records that have company having value_226.,"frappe.get_all(""Contract"", filters={""company"": ""value_226""})"
"Provide Employee records which include status being Active, total being greater than 7500, and supplier being ABC Pvt Ltd, accompanied by name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Active"", ""total"": ["">"", 7500], ""supplier"": ""ABC Pvt Ltd""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"I'd like to see information on Task records whose status being Paid and stock_uom being greater than 5000, including pricing_rule_type, customer_name, and stock_uom, ordered by creation in descending order.","frappe.get_all(""Task"", filters={""status"": ""Paid"", ""stock_uom"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""customer_name"", ""stock_uom""], order_by=""creation desc"")"
"Look up User records with status marked as Active, accompanied by payment_status and supplier_name.","frappe.get_all(""User"", filters={""status"": ""Active""}, fields=[""payment_status"", ""supplier_name""])"
"List Stock Entry records that have the status being Active, along with currency and stock_uom.","frappe.get_all(""Stock Entry"", filters={""status"": ""Active""}, fields=[""currency"", ""stock_uom""])"
"Retrieve relevant entries from relevant entries from Warehouse records with status marked as Paid and currency marked as greater than 5000, with details of customer_name, pricing_rule_type, and currency, ordered by creation in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""customer_name"", ""pricing_rule_type"", ""currency""], order_by=""creation desc"")"
Can you List every single Quality Inspection record available?,"frappe.get_all(""Quality Inspection"")"
"Can you show me Payment Entry records in which status marked as Active, with details of invoice_date and project_name.","frappe.get_all(""Payment Entry"", filters={""status"": ""Active""}, fields=[""invoice_date"", ""project_name""])"
Display all saved Opportunity records.,"frappe.get_all(""Opportunity"")"
Display the entire Timesheet dataset stored.,"frappe.get_all(""Timesheet"")"
Fetch all Quality Inspection entries with details.,"frappe.get_all(""Quality Inspection"")"
Fetch and dbeingplay every Sales Invoice document in the system.,"frappe.get_all(""Sales Invoice"")"
Find User records which include invoice_date being value_400.,"frappe.get_all(""User"", filters={""invoice_date"": ""value_400""})"
"Show details of Attendance records with status being Paid and order_date being greater than 5000, accompanied by journal_entry_type, status, and order_date, ordered by creation in descending order.","frappe.get_all(""Attendance"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""journal_entry_type"", ""status"", ""order_date""], order_by=""creation desc"")"
"Find Sales Invoice records that have the department marked as Sales, status marked as Active, from_date marked as on or after 2023-01-01, and to_date marked as on or before 2024-06-30, with details of employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""Sales"", ""status"": ""Active"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Give me Warehouse records that have the status marked as Paid and company marked as greater than 5000, containing order_date, stock_uom, and company, ordered by creation in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""order_date"", ""stock_uom"", ""company""], order_by=""creation desc"")"
"Get me Loan records that have the status marked as Active, accompanied by order_date and customer_name.","frappe.get_all(""Loan"", filters={""status"": ""Active""}, fields=[""order_date"", ""customer_name""])"
"Display Pricing Rule records that have the status marked as Paid and currency marked as greater than 5000, including vehicle_type, company, and currency, ordered by creation in descending order.","frappe.get_all(""Pricing Rule"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""vehicle_type"", ""company"", ""currency""], order_by=""creation desc"")"
"Provide Leave Application records in which status with status Paid, total with status greater than 7500, and supplier with status Global Supplies, including name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""total"": ["">"", 7500], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Fetch records for all Customer data stored in the database.,"frappe.get_all(""Customer"")"
Summarize information about a full lbeingt of Customer documents.,"frappe.get_all(""Customer"")"
"Fetch Supplier records that have the status being Paid and expense_amount being greater than 5000, accompanied by pricing_rule_type, vehicle_type, and expense_amount, ordered by creation in descending order.","frappe.get_all(""Supplier"", filters={""status"": ""Paid"", ""expense_amount"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""vehicle_type"", ""expense_amount""], order_by=""creation desc"")"
Can you List every single Subscription record available?,"frappe.get_all(""Subscription"")"
Fetch all Driver documents from the database.,"frappe.get_all(""Driver"")"
"Bring up the details of Stock Entry records in which status marked as Active, along with journal_entry_type and leave_type.","frappe.get_all(""Stock Entry"", filters={""status"": ""Active""}, fields=[""journal_entry_type"", ""leave_type""])"
Look up Item records that have the leave_type marked as value_588.,"frappe.get_all(""Item"", filters={""leave_type"": ""value_588""})"
Give me all Timesheet details available.,"frappe.get_all(""Timesheet"")"
Give me an overview of Loan records that have task_status marked as value_102.,"frappe.get_all(""Loan"", filters={""task_status"": ""value_102""})"
"Display Employee records with status marked as Paid, total marked as greater than 7500, and supplier marked as Tech Innovations, including name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Paid"", ""total"": ["">"", 7500], ""supplier"": ""Tech Innovations""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Bring up Subscription records which include status with status Active, accompanied by stock_uom and employee_name.","frappe.get_all(""Subscription"", filters={""status"": ""Active""}, fields=[""stock_uom"", ""employee_name""])"
"Get me Delivery Note records with status marked as Active, with details of project_name and journal_entry_type.","frappe.get_all(""Delivery Note"", filters={""status"": ""Active""}, fields=[""project_name"", ""journal_entry_type""])"
"Can you show me Journal Entry records which include status marked as Active, including expense_amount and project_name.","frappe.get_all(""Journal Entry"", filters={""status"": ""Active""}, fields=[""expense_amount"", ""project_name""])"
"I need to see Leave Application records whose status marked as Completed, capacity marked as greater than 5000, and location marked as New York, along with name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Leave Application"", filters={""status"": ""Completed"", ""capacity"": ["">"", 5000], ""location"": ""New York""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
Fetch the complete lhavingt of Quality Inspection entries.,"frappe.get_all(""Quality Inspection"")"
"Can you show me Sales Invoice records whose status having Active, department having Sales, and date_of_joining having after 2024-01-01, along with name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Active"", ""department"": ""Sales"", ""date_of_joining"": ["">"", ""2024-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Uncover records of Employee records that have the status being Active, with details of expense_amount and name.","frappe.get_all(""Employee"", filters={""status"": ""Active""}, fields=[""expense_amount"", ""name""])"
"I need to see Leave Application records in which status marked as Approved, capacity marked as greater than 10000, and location marked as Chicago, including name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Leave Application"", filters={""status"": ""Approved"", ""capacity"": ["">"", 10000], ""location"": ""Chicago""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Show me relevant data on Warehouse records that have status with status Approved, total with status greater than 7500, and supplier with status Global Supplies, along with name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Approved"", ""total"": ["">"", 7500], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Can you show me Expense Claim records whose order_date marked as value_299.,"frappe.get_all(""Expense Claim"", filters={""order_date"": ""value_299""})"
"Bring up Project records that have status having Active, along with currency and status.","frappe.get_all(""Project"", filters={""status"": ""Active""}, fields=[""currency"", ""status""])"
"Provide Quotation records whose status having Paid and order_date having greater than 5000, along with inspection_result, project_name, and order_date, ordered by creation in descending order.","frappe.get_all(""Quotation"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""inspection_result"", ""project_name"", ""order_date""], order_by=""creation desc"")"
Can you lhavingt every single Loan record available?,"frappe.get_all(""Loan"")"
Help me find User records which include inspection_result marked as value_478.,"frappe.get_all(""User"", filters={""inspection_result"": ""value_478""})"
Dwith statusplay Employee records in which currency with status value_240.,"frappe.get_all(""Employee"", filters={""currency"": ""value_240""})"
"Uncover records of Purchase Order records that have the status being Active, accompanied by supplier_name and name.","frappe.get_all(""Purchase Order"", filters={""status"": ""Active""}, fields=[""supplier_name"", ""name""])"
