Unnamed: 0,Corrected Customer Question,Corrected Frappe Query
1207,I need to know the parent document for Payroll Entry identified by reference 048.,"frappe.get_doc(""Payroll Entry"", ""ID-048"").get_parent()"
1208,What is the parent document for the Opportunity with reference 029?,"frappe.get_doc(""Opportunity"", ""ID-029"").get_parent()"
1215,"For Purchase Order with order_020, what is the parent document?","frappe.get_doc(""Purchase Order"", ""ID-020"").get_parent()"
1216,Can you find the parent document of Supplier having ab1042?,"frappe.get_doc(""Supplier"", ""ID-009"").get_parent()"
1218,Could you help me find the parent document linked to Payment Entry with ty6449?,"frappe.get_doc(""Payment Entry"", ""ID-012"").get_parent()"
1219,What is the parent document for the Instructor with ref-019?,"frappe.get_doc(""Instructor"", ""ID-019"").get_parent()"
1220,Could you tell me the parent document of Invoice for inv-002?,"frappe.get_doc(""Invoice"", ""ID-002"").get_parent()"
1222,I need to know the parent document for Supplier identified by hdyhfdje267.,"frappe.get_doc(""Supplier"", ""ID-031"").get_parent()"
1223,Can you find the parent document of Pricing Rule having pri-004?,"frappe.get_doc(""Pricing Rule"", ""ID-004"").get_parent()"
1224,What is the parent document for the Tax Rule with 039_ID?,"frappe.get_doc(""Tax Rule"", ""ID-039"").get_parent()"
1234,What is the parent document for the Timesheet with entry 031?,"frappe.get_doc(""Timesheet"", ""ID-031"").get_parent()"
1235,Can you provide the parent document for Asset with asset_029?,"frappe.get_doc(""Asset"", ""ID-029"").get_parent()"
1242,Tell me the parent document of Support Ticket with hdyhfdje716.,"frappe.get_doc(""Support Ticket"", ""ID-047"").get_parent()"
1244,I need to know the parent document for BOM identified by bom_039.,"frappe.get_doc(""BOM"", ""ID-039"").get_parent()"
1252,Can you find the parent document of Serial No having doc_name 047?,"frappe.get_doc(""Serial No"", ""ID-047"").get_parent()"
1253,I need to know the parent document for Fleet Management identified by doc_010.,"frappe.get_doc(""Fleet Management"", ""ID-010"").get_parent()"
1255,Can you find the parent document of Fleet Management having entry 045?,"frappe.get_doc(""Fleet Management"", ""ID-045"").get_parent()"
1256,Can you find the parent document of Payroll Entry having order610415?,"frappe.get_doc(""Payroll Entry"", ""ID-032"").get_parent()"
1257,Could you help me find the parent document linked to Serial No with ser-020?,"frappe.get_doc(""Serial No"", ""ID-020"").get_parent()"
1263,Can you provide the parent document for Chart of Accounts with doc_034?,"frappe.get_doc(""Chart of Accounts"", ""ID-034"").get_parent()"
1264,"For Fleet Management with identifier 039, what is the parent document?","frappe.get_doc(""Fleet Management"", ""ID-039"").get_parent()"
1266,I need to know the parent document for Employee identified by ab6231.,"frappe.get_doc(""Employee"", ""ID-020"").get_parent()"
1267,Could you help me find the parent document linked to Shipment with id 001?,"frappe.get_doc(""Shipment"", ""ID-001"").get_parent()"
1269,I need to know the parent document for Timesheet identified by supp_049.,"frappe.get_doc(""Timesheet"", ""ID-049"").get_parent()"
1275,"For Invoice with record 040, what is the parent document?","frappe.get_doc(""Invoice"", ""ID-040"").get_parent()"
1278,Can you provide the parent document for Warehouse with ref 004?,"frappe.get_doc(""Warehouse"", ""ID-004"").get_parent()"
1279,Could you help me find the parent document linked to Loan with doc_005?,"frappe.get_doc(""Loan"", ""ID-005"").get_parent()"
1281,Tell me the parent document of Supplier with record 034.,"frappe.get_doc(""Supplier"", ""ID-034"").get_parent()"
1282,Can you find the parent document of Task having hdyhfdje331?,"frappe.get_doc(""Task"", ""ID-032"").get_parent()"
1284,Could you help me find the parent document linked to Salary Slip with order_025?,"frappe.get_doc(""Salary Slip"", ""ID-025"").get_parent()"
1285,Tell me the parent document of Event with cust209672.,"frappe.get_doc(""Event"", ""ID-022"").get_parent()"
1286,"For Contract with identifier 044, what is the parent document?","frappe.get_doc(""Contract"", ""ID-044"").get_parent()"
1288,Can you provide the parent document for Student with identifier 012?,"frappe.get_doc(""Student"", ""ID-012"").get_parent()"
1296,"For Supplier with cust_043, what is the parent document?","frappe.get_doc(""Supplier"", ""ID-043"").get_parent()"
1298,"For Invoice with inv-043, what is the parent document?","frappe.get_doc(""Invoice"", ""ID-043"").get_parent()"
1303,What is the parent document for the Pricing Rule with order_031?,"frappe.get_doc(""Pricing Rule"", ""ID-031"").get_parent()"
1304,Can you provide the parent document for Supplier with reference 021?,"frappe.get_doc(""Supplier"", ""ID-021"").get_parent()"
1306,Can you provide the parent document for Lab Test with lab test_046?,"frappe.get_doc(""Lab Test"", ""ID-046"").get_parent()"
1308,Could you tell me the parent document of Vital Signs for vit-010?,"frappe.get_doc(""Vital Signs"", ""ID-010"").get_parent()"
1313,Can you find the parent document of Invoice having hdyhfdje174?,"frappe.get_doc(""Invoice"", ""ID-039"").get_parent()"
1322,Could you tell me the parent document of Service Level Agreement for service level agreement_026?,"frappe.get_doc(""Service Level Agreement"", ""ID-026"").get_parent()"
1323,What is the parent document for the Customer with 005_ID?,"frappe.get_doc(""Customer"", ""ID-005"").get_parent()"
1328,What is the parent document for the Asset with reference 042?,"frappe.get_doc(""Asset"", ""ID-042"").get_parent()"
1333,Could you help me find the parent document linked to Work Order with cust196595?,"frappe.get_doc(""Work Order"", ""ID-041"").get_parent()"
1334,"For Leave Application with prod300478, what is the parent document?","frappe.get_doc(""Leave Application"", ""ID-032"").get_parent()"
1336,I need to know the parent document for Work Order identified by 037X.,"frappe.get_doc(""Work Order"", ""ID-037"").get_parent()"
1337,What is the parent document for the Supplier with ref 032?,"frappe.get_doc(""Supplier"", ""ID-032"").get_parent()"
1338,What is the parent document for the Batch with 029X?,"frappe.get_doc(""Batch"", ""ID-029"").get_parent()"
1339,"For Campaign with doc_019, what is the parent document?","frappe.get_doc(""Campaign"", ""ID-019"").get_parent()"
1343,Can you find the parent document of BOM having entry 007?,"frappe.get_doc(""BOM"", ""ID-007"").get_parent()"
1347,I need to know the parent document for Loan identified by kl7329.,"frappe.get_doc(""Loan"", ""ID-044"").get_parent()"
1350,Could you help me find the parent document linked to Job Applicant with job-013?,"frappe.get_doc(""Job Applicant"", ""ID-013"").get_parent()"
1352,What is the parent document for the Sales Order with hdyhfdje678?,"frappe.get_doc(""Sales Order"", ""ID-016"").get_parent()"
1354,Can you find the parent document of Lab Test having ref-006?,"frappe.get_doc(""Lab Test"", ""ID-006"").get_parent()"
1357,Tell me the parent document of Loan with 009X.,"frappe.get_doc(""Loan"", ""ID-009"").get_parent()"
1358,"For Tax Rule with cust_030, what is the parent document?","frappe.get_doc(""Tax Rule"", ""ID-030"").get_parent()"
1363,Can you provide the parent document for Fleet Management with doc_name 031?,"frappe.get_doc(""Fleet Management"", ""ID-031"").get_parent()"
1366,Could you help me find the parent document linked to BOM with ty1963?,"frappe.get_doc(""BOM"", ""ID-021"").get_parent()"
1369,What is the parent document for the Work Order with cust_041?,"frappe.get_doc(""Work Order"", ""ID-041"").get_parent()"
1370,Can you provide the parent document for Contract with cust_013?,"frappe.get_doc(""Contract"", ""ID-013"").get_parent()"
1372,What is the parent document for the Hotel Reservation with cust_007?,"frappe.get_doc(""Hotel Reservation"", ""ID-007"").get_parent()"
1377,Could you tell me the parent document of Vital Signs for order_030?,"frappe.get_doc(""Vital Signs"", ""ID-030"").get_parent()"
1378,"For Loan with 020X, what is the parent document?","frappe.get_doc(""Loan"", ""ID-020"").get_parent()"
1380,What is the parent document for the Pricing Rule with hd8282?,"frappe.get_doc(""Pricing Rule"", ""ID-043"").get_parent()"
1383,Could you tell me the parent document of Contract for con-049?,"frappe.get_doc(""Contract"", ""ID-049"").get_parent()"
1387,Could you help me find the parent document linked to Salary Slip with name 016?,"frappe.get_doc(""Salary Slip"", ""ID-016"").get_parent()"
1389,Tell me the parent document of Salary Slip with cust_019.,"frappe.get_doc(""Salary Slip"", ""ID-019"").get_parent()"
1390,Can you find the parent document of Audit Report having ref-019?,"frappe.get_doc(""Audit Report"", ""ID-019"").get_parent()"
1392,Can you find the parent document of Task having identifier 029?,"frappe.get_doc(""Task"", ""ID-029"").get_parent()"
1396,Could you tell me the parent document of Milestone for supp_049?,"frappe.get_doc(""Milestone"", ""ID-049"").get_parent()"
1397,Can you find the parent document of Subscription having 033_ID?,"frappe.get_doc(""Subscription"", ""ID-033"").get_parent()"
1398,What is the parent document for the Purchase Order with id 039?,"frappe.get_doc(""Purchase Order"", ""ID-039"").get_parent()"
1405,What is the parent document for the Asset with ass-034?,"frappe.get_doc(""Asset"", ""ID-034"").get_parent()"
1406,Could you tell me the parent document of Supplier for ref-049?,"frappe.get_doc(""Supplier"", ""ID-049"").get_parent()"
1407,Tell me the parent document of Contact with record 034.,"frappe.get_doc(""Contact"", ""ID-034"").get_parent()"
1410,Can you find the parent document of Asset having ass-016?,"frappe.get_doc(""Asset"", ""ID-016"").get_parent()"
1412,Could you help me find the parent document linked to Lead with reference 024?,"frappe.get_doc(""Lead"", ""ID-024"").get_parent()"
1414,What is the parent document for the Patient with hd9568?,"frappe.get_doc(""Patient"", ""ID-049"").get_parent()"
1415,Can you provide the parent document for Supplier with prod357376?,"frappe.get_doc(""Supplier"", ""ID-004"").get_parent()"
1421,Could you help me find the parent document linked to Opportunity with id 043?,"frappe.get_doc(""Opportunity"", ""ID-043"").get_parent()"
1423,"For Warehouse with reference 039, what is the parent document?","frappe.get_doc(""Warehouse"", ""ID-039"").get_parent()"
1428,Can you provide the parent document for Purchase Order with identifier 010?,"frappe.get_doc(""Purchase Order"", ""ID-010"").get_parent()"
1429,Tell me the parent document of Fleet Management with 048X.,"frappe.get_doc(""Fleet Management"", ""ID-048"").get_parent()"
1431,"For Sales Order with 023_ID, what is the parent document?","frappe.get_doc(""Sales Order"", ""ID-023"").get_parent()"
1432,"For Timesheet with cust_021, what is the parent document?","frappe.get_doc(""Timesheet"", ""ID-021"").get_parent()"
1434,Tell me the parent document of Appointment with 018X.,"frappe.get_doc(""Appointment"", ""ID-018"").get_parent()"
1435,Could you help me find the parent document linked to Fleet Management with record 043?,"frappe.get_doc(""Fleet Management"", ""ID-043"").get_parent()"
1440,Could you tell me the parent document of Material Request for hdyhfdje931?,"frappe.get_doc(""Material Request"", ""ID-020"").get_parent()"
1444,I need to know the parent document for Supplier identified by record 046.,"frappe.get_doc(""Supplier"", ""ID-046"").get_parent()"
1448,Could you tell me the parent document of Journal Entry for supp_005?,"frappe.get_doc(""Journal Entry"", ""ID-005"").get_parent()"
1450,Tell me the parent document of Stock Entry with doc_name 048.,"frappe.get_doc(""Stock Entry"", ""ID-048"").get_parent()"
1452,I need to know the parent document for Contract identified by record 027.,"frappe.get_doc(""Contract"", ""ID-027"").get_parent()"
1454,Could you tell me the parent document of Supplier for doc_040?,"frappe.get_doc(""Supplier"", ""ID-040"").get_parent()"
1458,Tell me the parent document of Invoice with id 022.,"frappe.get_doc(""Invoice"", ""ID-022"").get_parent()"
1462,Can you provide the parent document for Work Order with doc_043?,"frappe.get_doc(""Work Order"", ""ID-043"").get_parent()"
1463,"For BOM with order_002, what is the parent document?","frappe.get_doc(""BOM"", ""ID-002"").get_parent()"
1464,Could you tell me the parent document of Patient for entry 030?,"frappe.get_doc(""Patient"", ""ID-030"").get_parent()"
1465,Could you tell me the parent document of Payroll Entry for hdyhfdje981?,"frappe.get_doc(""Payroll Entry"", ""ID-012"").get_parent()"
1471,What is the parent document for the Subscription with hdyhfdje456?,"frappe.get_doc(""Subscription"", ""ID-002"").get_parent()"
1473,Could you help me find the parent document linked to Item with doc_032?,"frappe.get_doc(""Item"", ""ID-032"").get_parent()"
1475,I need to know the parent document for Expense Claim identified by 028X.,"frappe.get_doc(""Expense Claim"", ""ID-028"").get_parent()"
1479,What is the parent document for the Fleet Management with doc_name 028?,"frappe.get_doc(""Fleet Management"", ""ID-028"").get_parent()"
1483,Can you provide the parent document for Job Opening with supp_023?,"frappe.get_doc(""Job Opening"", ""ID-023"").get_parent()"
1488,What is the parent document for the Support Ticket with ref 037?,"frappe.get_doc(""Support Ticket"", ""ID-037"").get_parent()"
1489,Can you find the parent document of BOM having reference 047?,"frappe.get_doc(""BOM"", ""ID-047"").get_parent()"
1491,Tell me the parent document of Purchase Order with hdyhfdje809.,"frappe.get_doc(""Purchase Order"", ""ID-003"").get_parent()"
1495,Tell me the parent document of Student with ref 006.,"frappe.get_doc(""Student"", ""ID-006"").get_parent()"
1496,Could you tell me the parent document of Supplier for supp_036?,"frappe.get_doc(""Supplier"", ""ID-036"").get_parent()"
1497,Can you find the parent document of Material Request having cust_011?,"frappe.get_doc(""Material Request"", ""ID-011"").get_parent()"
