Customer Question,Frappe Query
course doc for description 'sample_value'?,"doc = frappe.get_doc(""Course"", filters={""description"": ""sample_value""})
print(doc)"
Retrieve the quotation document where grand_total is 'sample_value'.,"doc = frappe.get_doc(""Quotation"", filters={""grand_total"": ""sample_value""})
print(doc)"
Retrieve the contact document where phone is 'new_unique_value'?,"doc = frappe.get_doc(""Contact"", filters={""phone"": ""new_Open""})
print(doc)"
"Hey, need salary slip for deductions 'new_unique_value' this year?","doc = frappe.get_doc(""Salary Slip"", filters={""deductions"": ""new_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch instructor where email is 'new_unique_value'?,"doc = frappe.get_doc(""Instructor"", filters={""email"": ""new_Retail""})
print(doc)"
Get opportunity where closing_date 'test_value' from this year?,"doc = frappe.get_doc(""Opportunity"", filters={""closing_date"": ""Premium"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch student where batch is 'test_value'?,"doc = frappe.get_doc(""Student"", filters={""batch"": ""Premium""})
print(doc)"
Retrieve the job applicant document where position_applied is 'last_unique_value'.,"doc = frappe.get_doc(""Job Applicant"", filters={""position_applied"": ""last_Retail""})
print(doc)"
Retrieve the lab test document where test_name is 'test_value'.,"doc = frappe.get_doc(""Lab Test"", filters={""test_name"": ""Electronics""})
print(doc)"
Get item where price 'unique_value' from this year?,"doc = frappe.get_doc(""Item"", filters={""price"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the vital signs document where respiration_rate is 'sample_value'.,"doc = frappe.get_doc(""Vital Signs"", filters={""respiration_rate"": ""sample_value""})
print(doc)"
Retrieve the student document where roll_number is 'test_value'.,"doc = frappe.get_doc(""Student"", filters={""roll_number"": ""5000""})
print(doc)"
quotation doc terms_and_conditions 'test_value' this year?,"doc = frappe.get_doc(""Quotation"", filters={""terms_and_conditions"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull stock entry doc for to_warehouse 'test_value'?,"doc = frappe.get_doc(""Stock Entry"", filters={""to_warehouse"": ""5000""})
print(doc)"
Can u pull course doc for duration 'sample_value'?,"doc = frappe.get_doc(""Course"", filters={""duration"": ""sample_value""})
print(doc)"
Get journal entry where voucher_type 'sample_value' from this year?,"doc = frappe.get_doc(""Journal Entry"", filters={""voucher_type"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the prescription record where doctor is 'sample_value' and created this year?,"doc = frappe.get_doc(""Prescription"", filters={""doctor"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the lead document where lead_name is 'latest_unique_value'.,"doc = frappe.get_doc(""Lead"", filters={""lead_name"": ""latest_North""})
print(doc)"
Can you fetch the instructor record where email is 'unique_value' and created this year?,"doc = frappe.get_doc(""Instructor"", filters={""email"": ""High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull opportunity doc for customer 'new_unique_value'?,"doc = frappe.get_doc(""Opportunity"", filters={""customer"": ""new_12345""})
print(doc)"
milestone doc 'DOC-5678'?,"doc = frappe.get_doc(""Milestone"", ""DOC-5678"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
Fetch work order where order_id is 'test_value'?,"doc = frappe.get_doc(""Work Order"", filters={""order_id"": ""5000""})
print(doc)"
Get sales order doc 'DOC-7777'?,"doc = frappe.get_doc(""Sales Order"", ""DOC-7777"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
"Hey, need support ticket for status 'sample_value' this year?","doc = frappe.get_doc(""Support Ticket"", filters={""status"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get customer where mobile_no 'unique_value' from this year?,"doc = frappe.get_doc(""Customer"", filters={""mobile_no"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get item where stock_uom 'sample_value' from this year?,"doc = frappe.get_doc(""Item"", filters={""stock_uom"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
service level agreement doc response_time 'new_unique_value' this year?,"doc = frappe.get_doc(""Service Level Agreement"", filters={""response_time"": ""new_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the customer document where territory is 'sample_value'.,"doc = frappe.get_doc(""Customer"", filters={""territory"": ""sample_value""})
print(doc)"
Can u pull fleet management doc for vehicle_id 'unique_value'?,"doc = frappe.get_doc(""Fleet Management"", filters={""vehicle_id"": ""Retail""})
print(doc)"
Retrieve the opportunity document where customer is 'test_value'.,"doc = frappe.get_doc(""Opportunity"", filters={""customer"": ""Electronics""})
print(doc)"
"Hey, need e-commerce order for order_id 'last_unique_value' this year?","doc = frappe.get_doc(""E-commerce Order"", filters={""order_id"": ""last_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
employee doc for gender 'test_value'?,"doc = frappe.get_doc(""Employee"", filters={""gender"": ""Electronics""})
print(doc)"
Retrieve the payroll entry document where payroll_entry_name is 'new_unique_value'?,"doc = frappe.get_doc(""Payroll Entry"", filters={""payroll_entry_name"": ""new_North""})
print(doc)"
instructor doc for phone 'new_unique_value'?,"doc = frappe.get_doc(""Instructor"", filters={""phone"": ""new_North""})
print(doc)"
salary slip doc payroll_period 'test_value' this year?,"doc = frappe.get_doc(""Salary Slip"", filters={""payroll_period"": ""Premium"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch hotel reservation where guest_name is 'test_value'?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""guest_name"": ""Active""})
print(doc)"
hotel reservation doc 'DOC-7777'?,"doc = frappe.get_doc(""Hotel Reservation"", ""DOC-7777"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
Retrieve the meeting document where participants is 'latest_unique_value'.,"doc = frappe.get_doc(""Meeting"", filters={""participants"": ""latest_High""})
print(doc)"
"Hey, can you grab software license doc 'DOC-5678'?","doc = frappe.get_doc(""Software License"", ""DOC-5678"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
tax rule doc applicable_for 'sample_value' this year?,"doc = frappe.get_doc(""Tax Rule"", filters={""applicable_for"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
project doc 'DOC-5678'?,"doc = frappe.get_doc(""Project"", ""DOC-5678"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
Could you retrieve the stock entry record with ID 'DOC-7777'?,"doc = frappe.get_doc(""Stock Entry"", ""DOC-7777"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
expense claim doc for expense_amount 'test_value'?,"doc = frappe.get_doc(""Expense Claim"", filters={""expense_amount"": ""5000""})
print(doc)"
Retrieve the payroll entry document where status is 'test_value'.,"doc = frappe.get_doc(""Payroll Entry"", filters={""status"": ""Premium""})
print(doc)"
Can u pull timesheet doc for employee 'sample_value'?,"doc = frappe.get_doc(""Timesheet"", filters={""employee"": ""sample_value""})
print(doc)"
Can you fetch the stock ledger entry record where posting_date is 'new_unique_value' and created this year?,"doc = frappe.get_doc(""Stock Ledger Entry"", filters={""posting_date"": ""new_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need lab test for result 'test_value' this year?","doc = frappe.get_doc(""Lab Test"", filters={""result"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
opportunity doc opportunity_name 'latest_unique_value' this year?,"doc = frappe.get_doc(""Opportunity"", filters={""opportunity_name"": ""latest_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull job applicant doc for resume 'sample_value'?,"doc = frappe.get_doc(""Job Applicant"", filters={""resume"": ""sample_value""})
print(doc)"
customer doc customer_name 'new_unique_value' this year?,"doc = frappe.get_doc(""Customer"", filters={""customer_name"": ""new_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
item doc for item_group 'new_unique_value'?,"doc = frappe.get_doc(""Item"", filters={""item_group"": ""new_12345""})
print(doc)"
Retrieve the sales order document where order_id is 'sample_value'.,"doc = frappe.get_doc(""Sales Order"", filters={""order_id"": ""sample_value""})
print(doc)"
"Hey, need software license for user_count 'test_value' this year?","doc = frappe.get_doc(""Software License"", filters={""user_count"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull stock ledger entry doc for item_code 'unique_value'?,"doc = frappe.get_doc(""Stock Ledger Entry"", filters={""item_code"": ""Open""})
print(doc)"
"Hey, need employee for date_of_joining 'final_unique_value' this year?","doc = frappe.get_doc(""Employee"", filters={""date_of_joining"": ""final_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch chart of accounts where account_name is 'test_value'?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""account_name"": ""Electronics""})
print(doc)"
"Hey, need job card for operation 'final_unique_value' this year?","doc = frappe.get_doc(""Job Card"", filters={""operation"": ""final_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch support ticket where resolution_time is 'unique_value'?,"doc = frappe.get_doc(""Support Ticket"", filters={""resolution_time"": ""Retail""})
print(doc)"
"Hey, need instructor for email 'sample_value' this year?","doc = frappe.get_doc(""Instructor"", filters={""email"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the job applicant record where phone is 'test_value' and created this year?,"doc = frappe.get_doc(""Job Applicant"", filters={""phone"": ""Premium"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
leave application doc reason 'test_value' this year?,"doc = frappe.get_doc(""Leave Application"", filters={""reason"": ""Premium"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull sales order doc for delivery_date 'unique_value'?,"doc = frappe.get_doc(""Sales Order"", filters={""delivery_date"": ""North""})
print(doc)"
Fetch journal entry where account is 'new_unique_value'?,"doc = frappe.get_doc(""Journal Entry"", filters={""account"": ""new_12345""})
print(doc)"
"Hey, need job opening for department 'new_unique_value' this year?","doc = frappe.get_doc(""Job Opening"", filters={""department"": ""new_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
job applicant doc 'DOC-5678'?,"doc = frappe.get_doc(""Job Applicant"", ""DOC-5678"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
appointment doc for scheduled_date 'sample_value'?,"doc = frappe.get_doc(""Appointment"", filters={""scheduled_date"": ""sample_value""})
print(doc)"
audit report doc 'DOC-5678'?,"doc = frappe.get_doc(""Audit Report"", ""DOC-5678"", {""status"": ""Open"", ""priority"": ""High""})
print(doc, {""status"": ""Open"", ""priority"": ""High""})"
"Hey, can you grab work order doc 'DOC-8888'?","doc = frappe.get_doc(""Work Order"", ""DOC-8888"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
campaign doc 'DOC-7777'?,"doc = frappe.get_doc(""Campaign"", ""DOC-7777"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
work order doc production_item 'sample_value' this year?,"doc = frappe.get_doc(""Work Order"", filters={""production_item"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need expense claim for category 'unique_value' this year?","doc = frappe.get_doc(""Expense Claim"", filters={""category"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get hotel reservation where check_out 'unique_value' from this year?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""check_out"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
instructor doc for experience 'sample_value'?,"doc = frappe.get_doc(""Instructor"", filters={""experience"": ""sample_value""})
print(doc)"
Retrieve the support ticket document where status is 'sample_value'.,"doc = frappe.get_doc(""Support Ticket"", filters={""status"": ""sample_value""})
print(doc)"
Retrieve the job card document where operation is 'unique_value'.,"doc = frappe.get_doc(""Job Card"", filters={""operation"": ""Open""})
print(doc)"
audit report doc for findings 'sample_value'?,"doc = frappe.get_doc(""Audit Report"", filters={""findings"": ""sample_value""})
print(doc)"
Can u pull journal entry doc for remarks 'new_unique_value'?,"doc = frappe.get_doc(""Journal Entry"", filters={""remarks"": ""new_Retail""})
print(doc)"
Can you fetch the student record where student_name is 'test_value' and created this year?,"doc = frappe.get_doc(""Student"", filters={""student_name"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
lead doc status 'unique_value' this year?,"doc = frappe.get_doc(""Lead"", filters={""status"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the task record where priority is 'sample_value' and created this year?,"doc = frappe.get_doc(""Task"", filters={""priority"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the job opening record where job_title is 'unique_value' and created this year?,"doc = frappe.get_doc(""Job Opening"", filters={""job_title"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull lab test doc for status 'unique_value'?,"doc = frappe.get_doc(""Lab Test"", filters={""status"": ""12345""})
print(doc)"
stock ledger entry doc posting_date 'unique_value' this year?,"doc = frappe.get_doc(""Stock Ledger Entry"", filters={""posting_date"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
bom doc for is_active 'unique_value'?,"doc = frappe.get_doc(""BOM"", filters={""is_active"": ""High""})
print(doc)"
Fetch e-commerce order where payment_status is 'unique_value'?,"doc = frappe.get_doc(""E-commerce Order"", filters={""payment_status"": ""12345""})
print(doc)"
Can u pull sales order doc for order_date 'test_value'?,"doc = frappe.get_doc(""Sales Order"", filters={""order_date"": ""Premium""})
print(doc)"
Can u pull leave application doc for reason 'sample_value'?,"doc = frappe.get_doc(""Leave Application"", filters={""reason"": ""sample_value""})
print(doc)"
Retrieve the warehouse document where parent_warehouse is 'test_value'.,"doc = frappe.get_doc(""Warehouse"", filters={""parent_warehouse"": ""5000""})
print(doc)"
Can you fetch the sales invoice record where invoice_number is 'sample_value' and created this year?,"doc = frappe.get_doc(""Sales Invoice"", filters={""invoice_number"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull item doc for item_code 'test_value'?,"doc = frappe.get_doc(""Item"", filters={""item_code"": ""Electronics""})
print(doc)"
Retrieve the employee document where gender is 'sample_value'.,"doc = frappe.get_doc(""Employee"", filters={""gender"": ""sample_value""})
print(doc)"
Get stock entry where posting_date 'sample_value' from this year?,"doc = frappe.get_doc(""Stock Entry"", filters={""posting_date"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the bom record where is_active is 'unique_value' and created this year?,"doc = frappe.get_doc(""BOM"", filters={""is_active"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the meeting document where time is 'test_value'.,"doc = frappe.get_doc(""Meeting"", filters={""time"": ""Active""})
print(doc)"
Retrieve the service level agreement document where status is 'test_value'.,"doc = frappe.get_doc(""Service Level Agreement"", filters={""status"": ""Active""})
print(doc)"
Can you fetch the purchase invoice record where total is 'test_value' and created this year?,"doc = frappe.get_doc(""Purchase Invoice"", filters={""total"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the journal entry document where remarks is 'test_value'.,"doc = frappe.get_doc(""Journal Entry"", filters={""remarks"": ""Active""})
print(doc)"
Fetch stock entry where posting_date is 'test_value'?,"doc = frappe.get_doc(""Stock Entry"", filters={""posting_date"": ""Approved""})
print(doc)"
"Hey, can you grab job opening doc 'DOC-9999'?","doc = frappe.get_doc(""Job Opening"", ""DOC-9999"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
Can u pull audit report doc for report_id 'test_value'?,"doc = frappe.get_doc(""Audit Report"", filters={""report_id"": ""Approved""})
print(doc)"
chart of accounts doc 'DOC-9999'?,"doc = frappe.get_doc(""Chart of Accounts"", ""DOC-9999"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
Get lead where lead_name 'new_unique_value' from this year?,"doc = frappe.get_doc(""Lead"", filters={""lead_name"": ""new_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch software license where issued_to is 'new_unique_value'?,"doc = frappe.get_doc(""Software License"", filters={""issued_to"": ""new_North""})
print(doc)"
Can u pull batch doc for batch_id 'new_unique_value'?,"doc = frappe.get_doc(""Batch"", filters={""batch_id"": ""new_High""})
print(doc)"
Can u pull software license doc for license_key 'last_unique_value'?,"doc = frappe.get_doc(""Software License"", filters={""license_key"": ""last_North""})
print(doc)"
Can u pull opportunity doc for status 'new_unique_value'?,"doc = frappe.get_doc(""Opportunity"", filters={""status"": ""new_North""})
print(doc)"
Could you retrieve the serial no record with ID 'DOC-8888'?,"doc = frappe.get_doc(""Serial No"", ""DOC-8888"", {""status"": ""Open"", ""priority"": ""High""})
print(doc, {""status"": ""Open"", ""priority"": ""High""})"
Get job card where job_card_id 'latest_unique_value' from this year?,"doc = frappe.get_doc(""Job Card"", filters={""job_card_id"": ""latest_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the sales invoice record where invoice_number is 'test_value' and created this year?,"doc = frappe.get_doc(""Sales Invoice"", filters={""invoice_number"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
lab test doc 'DOC-9999'?,"doc = frappe.get_doc(""Lab Test"", ""DOC-9999"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
Fetch timesheet where employee is 'new_unique_value'?,"doc = frappe.get_doc(""Timesheet"", filters={""employee"": ""new_High""})
print(doc)"
Get hotel reservation where room_type 'unique_value' from this year?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""room_type"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the expense claim document where employee is 'sample_value'.,"doc = frappe.get_doc(""Expense Claim"", filters={""employee"": ""sample_value""})
print(doc)"
Can you fetch the project record where end_date is 'unique_value' and created this year?,"doc = frappe.get_doc(""Project"", filters={""end_date"": ""High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
student doc student_name 'final_unique_value' this year?,"doc = frappe.get_doc(""Student"", filters={""student_name"": ""final_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
project doc for start_date 'test_value'?,"doc = frappe.get_doc(""Project"", filters={""start_date"": ""Active""})
print(doc)"
Retrieve the sales invoice document where total_amount is 'sample_value'.,"doc = frappe.get_doc(""Sales Invoice"", filters={""total_amount"": ""sample_value""})
print(doc)"
Retrieve the contact document where first_name is 'test_value'.,"doc = frappe.get_doc(""Contact"", filters={""first_name"": ""Approved""})
print(doc)"
"Hey, need customer for customer_name 'unique_value' this year?","doc = frappe.get_doc(""Customer"", filters={""customer_name"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
patient doc for gender 'sample_value'?,"doc = frappe.get_doc(""Patient"", filters={""gender"": ""sample_value""})
print(doc)"
Can u pull sales invoice doc for customer 'unique_value'?,"doc = frappe.get_doc(""Sales Invoice"", filters={""customer"": ""High""})
print(doc)"
Can you fetch the warehouse record where company is 'last_unique_value' and created this year?,"doc = frappe.get_doc(""Warehouse"", filters={""company"": ""last_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get hotel reservation where check_in 'sample_value' from this year?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""check_in"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
course doc 'DOC-5678'?,"doc = frappe.get_doc(""Course"", ""DOC-5678"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
service level agreement doc customer 'test_value' this year?,"doc = frappe.get_doc(""Service Level Agreement"", filters={""customer"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
payment entry doc for payment_type 'sample_value'?,"doc = frappe.get_doc(""Payment Entry"", filters={""payment_type"": ""sample_value""})
print(doc)"
Retrieve the serial no document where warehouse is 'test_value'.,"doc = frappe.get_doc(""Serial No"", filters={""warehouse"": ""Active""})
print(doc)"
Get payroll entry where payroll_entry_name 'latest_unique_value' from this year?,"doc = frappe.get_doc(""Payroll Entry"", filters={""payroll_entry_name"": ""latest_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch permit application where approval_date is 'test_value'?,"doc = frappe.get_doc(""Permit Application"", filters={""approval_date"": ""Active""})
print(doc)"
Fetch event where event_name is 'test_value'?,"doc = frappe.get_doc(""Event"", filters={""event_name"": ""Premium""})
print(doc)"
Retrieve the journal entry document where voucher_type is 'test_value'.,"doc = frappe.get_doc(""Journal Entry"", filters={""voucher_type"": ""Premium""})
print(doc)"
Can you fetch the quotation record where terms_and_conditions is 'new_unique_value' and created this year?,"doc = frappe.get_doc(""Quotation"", filters={""terms_and_conditions"": ""new_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the chart of accounts document where account_name is 'new_unique_value'?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""account_name"": ""new_North""})
print(doc)"
Retrieve the fleet management document where vehicle_id is 'unique_value'.,"doc = frappe.get_doc(""Fleet Management"", filters={""vehicle_id"": ""12345""})
print(doc)"
Fetch project where customer is 'unique_value'?,"doc = frappe.get_doc(""Project"", filters={""customer"": ""North""})
print(doc)"
Can you fetch the patient record where age is 'final_unique_value' and created this year?,"doc = frappe.get_doc(""Patient"", filters={""age"": ""final_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull event doc for event_name 'test_value'?,"doc = frappe.get_doc(""Event"", filters={""event_name"": ""Electronics""})
print(doc)"
"Hey, need purchase invoice for supplier 'test_value' this year?","doc = frappe.get_doc(""Purchase Invoice"", filters={""supplier"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull tax rule doc for rate 'latest_unique_value'?,"doc = frappe.get_doc(""Tax Rule"", filters={""rate"": ""latest_12345""})
print(doc)"
"Hey, need batch for item_code 'unique_value' this year?","doc = frappe.get_doc(""Batch"", filters={""item_code"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the lab test record where test_name is 'unique_value' and created this year?,"doc = frappe.get_doc(""Lab Test"", filters={""test_name"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
timesheet doc project 'unique_value' this year?,"doc = frappe.get_doc(""Timesheet"", filters={""project"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
purchase invoice doc for total 'sample_value'?,"doc = frappe.get_doc(""Purchase Invoice"", filters={""total"": ""sample_value""})
print(doc)"
Fetch lab test where sample_collected is 'latest_unique_value'?,"doc = frappe.get_doc(""Lab Test"", filters={""sample_collected"": ""latest_Open""})
print(doc)"
Fetch job opening where number_of_positions is 'test_value'?,"doc = frappe.get_doc(""Job Opening"", filters={""number_of_positions"": ""Active""})
print(doc)"
"Hey, need salary slip for employee 'unique_value' this year?","doc = frappe.get_doc(""Salary Slip"", filters={""employee"": ""Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need sales invoice for due_date 'test_value' this year?","doc = frappe.get_doc(""Sales Invoice"", filters={""due_date"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
lead doc for phone 'new_unique_value'?,"doc = frappe.get_doc(""Lead"", filters={""phone"": ""new_High""})
print(doc)"
Can you fetch the tax rule record where rule_name is 'test_value' and created this year?,"doc = frappe.get_doc(""Tax Rule"", filters={""rule_name"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch warranty claim where status is 'test_value'?,"doc = frappe.get_doc(""Warranty Claim"", filters={""status"": ""Active""})
print(doc)"
salary slip doc for earnings 'latest_unique_value'?,"doc = frappe.get_doc(""Salary Slip"", filters={""earnings"": ""latest_Open""})
print(doc)"
employee doc for employee_name 'test_value'?,"doc = frappe.get_doc(""Employee"", filters={""employee_name"": ""5000""})
print(doc)"
opportunity doc for amount 'test_value'?,"doc = frappe.get_doc(""Opportunity"", filters={""amount"": ""Active""})
print(doc)"
Can you fetch the student record where enrollment_date is 'latest_unique_value' and created this year?,"doc = frappe.get_doc(""Student"", filters={""enrollment_date"": ""latest_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need fleet management for assigned_driver 'test_value' this year?","doc = frappe.get_doc(""Fleet Management"", filters={""assigned_driver"": ""Premium"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the appointment document where patient is 'latest_unique_value'.,"doc = frappe.get_doc(""Appointment"", filters={""patient"": ""latest_Open""})
print(doc)"
Can u pull e-commerce order doc for payment_status 'sample_value'?,"doc = frappe.get_doc(""E-commerce Order"", filters={""payment_status"": ""sample_value""})
print(doc)"
Can u pull salary slip doc for gross_salary 'sample_value'?,"doc = frappe.get_doc(""Salary Slip"", filters={""gross_salary"": ""sample_value""})
print(doc)"
Fetch warranty claim where status is 'unique_value'?,"doc = frappe.get_doc(""Warranty Claim"", filters={""status"": ""Retail""})
print(doc)"
Get job opening where job_title 'test_value' from this year?,"doc = frappe.get_doc(""Job Opening"", filters={""job_title"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
sales invoice doc 'DOC-9999'?,"doc = frappe.get_doc(""Sales Invoice"", ""DOC-9999"", {""status"": ""Open"", ""priority"": ""High""})
print(doc, {""status"": ""Open"", ""priority"": ""High""})"
Retrieve the opportunity document where opportunity_name is 'test_value'.,"doc = frappe.get_doc(""Opportunity"", filters={""opportunity_name"": ""Electronics""})
print(doc)"
Fetch job applicant where position_applied is 'test_value'?,"doc = frappe.get_doc(""Job Applicant"", filters={""position_applied"": ""5000""})
print(doc)"
payroll entry doc for posting_date 'test_value'?,"doc = frappe.get_doc(""Payroll Entry"", filters={""posting_date"": ""Approved""})
print(doc)"
