Corrected Customer Question,Corrected Frappe Query
"Find a System Settings with uom as 'Overdue', remarks set to 'Active', and payment_terms exceeding 17095.","frappe.get_doc(""System Settings"", {""uom"": ""Overdue"", ""remarks"": ""Active"", ""payment_terms"": ["">"", 17095]})"
"Retrieve Web Page details where company = 'Rejected', role = 'Delivered', and supplier_id > 16237.","frappe.get_doc(""Web Page"", {""company"": ""Rejected"", ""role"": ""Delivered"", ""supplier_id"": ["">"", 16237]})"
"Find a Job Offer with customer_name as 'On Hold', start_date set to 'Pending', and billing_address exceeding 11631.","frappe.get_doc(""Job Offer"", {""customer_name"": ""On Hold"", ""start_date"": ""Pending"", ""billing_address"": ["">"", 11631]})"
"Fetch Payment Entry having start_date = 'Unpaid', duration = '2421', and shipping_address greater than 18240.","frappe.get_doc("" Payment Entry"", {""start_date"": ""Unpaid"", ""duration"": ""2421"", ""shipping_address"": ["">"", 18240]})"
"Find a Blog Post with first_name as 'Inactive', warehouse set to 'Confirmed', and email exceeding 16873.","frappe.get_doc(""Blog Post"", {""first_name"": ""Inactive"", ""warehouse"": ""Confirmed"", ""email"": ["">"", 16873]})"
"I need details of Invoice where stock_uom matches 'Confirmed', country is 'Pending', and department is over 14368.","frappe.get_doc(""Invoice"", {""stock_uom"": ""Confirmed"", ""country"": ""Pending"", ""department"": ["">"", 14368]})"
"Can you get Invoice where notes is 'Overdue', price is 'Rejected', and subtotal is more than 19350?","frappe.get_doc(""Invoice"", {""notes"": ""Overdue"", ""price"": ""Rejected"", ""subtotal"": ["">"", 19350]})"
"Fetch Maintenance Schedule having priority = 'Cancelled', price = 'Overdue', and stock_uom greater than 19782.","frappe.get_doc(""Maintenance Schedule"", {""priority"": ""Cancelled"", ""price"": ""Overdue"", ""stock_uom"": ["">"", 19782]})"
"Can you get Employee where comments is 'On Hold', role is '9398', and department is more than 14756?","frappe.get_doc(""Employee"", {""comments"": ""On Hold"", ""role"": ""9398"", ""department"": ["">"", 14756]})"
"Find a Lead with name as 'Overdue', workflow_state set to 'Approved', and supplier_name exceeding 9714.","frappe.get_doc(""Lead"", {""name"": ""Overdue"", ""workflow_state"": ""Approved"", ""supplier_name"": ["">"", 9714]})"
"Can you get Hospitalization where approval_status is 'On Hold', user_id is 'Approved', and stock_uom is more than 17622?","frappe.get_doc(""Hospitalization"", {""approval_status"": ""On Hold"", ""user_id"": ""Approved"", ""stock_uom"": ["">"", 17622]})"
"Find a User with quantity as 'Processing', contact_phone set to 'Pending', and country exceeding 16798.","frappe.get_doc(""User"", {""quantity"": ""Processing"", ""contact_phone"": ""Pending"", ""country"": ["">"", 16798]})"
"I need details of Task where role matches 'Completed', user_id is '4601', and rate is over 5576.","frappe.get_doc(""Task"", {""role"": ""Completed"", ""user_id"": ""4601"", ""rate"": ["">"", 5576]})"
"Retrieve Patient details where due_date = 'Delivered', discount = 'Completed', and warehouse > 18955.","frappe.get_doc(""Patient"", {""due_date"": ""Delivered"", ""discount"": ""Completed"", ""warehouse"": ["">"", 18955]})"
"Find a Lead with contact_phone as 'Draft', delivery_date set to 'Overdue', and quantity exceeding 15598.","frappe.get_doc(""Lead"", {""contact_phone"": ""Draft"", ""delivery_date"": ""Overdue"", ""quantity"": ["">"", 15598]})"
"Can you get Web Page where created_on is 'Draft', description is 'Delivered', and delivery_date is more than 12997?","frappe.get_doc(""Web Page"", {""created_on"": ""Draft"", ""description"": ""Delivered"", ""delivery_date"": ["">"", 12997]})"
"Can you get Loan Repayment where rate is 'Under Review', contact_person is 'Open', and company is more than 5802?","frappe.get_doc(""Loan Repayment"", {""rate"": ""Under Review"", ""contact_person"": ""Open"", ""company"": ["">"", 5802]})"
"Find a Salary Slip with quantity as 'Approved', department set to 'Pending', and conversion_factor exceeding 7186.","frappe.get_doc(""Salary Slip"", {""quantity"": ""Approved"", ""department"": ""Pending"", ""conversion_factor"": ["">"", 7186]})"
"I need details of Email Account where comments matches 'Rejected', remarks is 'Paid', and approval_status is over 14968.","frappe.get_doc(""Email Account"", {""comments"": ""Rejected"", ""remarks"": ""Paid"", ""approval_status"": ["">"", 14968]})"
"Find a Contact with workflow_state as 'Active', address set to 'Delivered', and contact_phone exceeding 17505.","frappe.get_doc(""Contact"", {""workflow_state"": ""Active"", ""address"": ""Delivered"", ""contact_phone"": ["">"", 17505]})"
"Retrieve Quotation details where item_group = 'Completed', contact_person = 'Active', and description > 19349.","frappe.get_doc(""Quotation"", {""item_group"": ""Completed"", ""contact_person"": ""Active"", ""description"": ["">"", 19349]})"
"Find a Blog Post with date as 'Overdue', shipping_address set to 'Cancelled', and created_on exceeding 9638.","frappe.get_doc(""Blog Post"", {""date"": ""Overdue"", ""shipping_address"": ""Cancelled"", ""created_on"": ["">"", 9638]})"
"Find a Address with supplier_name as 'Cancelled', rate set to 'Pending', and duration exceeding 5345.","frappe.get_doc(""Address"", {""supplier_name"": ""Cancelled"", ""rate"": ""Pending"", ""duration"": ["">"", 5345]})"
"Fetch Library Membership having designation = 'Draft', email = 'Draft', and country greater than 14682.","frappe.get_doc(""Library Membership"", {""designation"": ""Draft"", ""email"": ""Draft"", ""country"": ["">"", 14682]})"
"Retrieve Employee details where qty = 'Inactive', user_id = 'Submitted', and delivery_date > 7955.","frappe.get_doc(""Employee"", {""qty"": ""Inactive"", ""user_id"": ""Submitted"", ""delivery_date"": ["">"", 7955]})"
"Fetch Training Event having tax = '8093', approval_status = 'Pending', and department greater than 16945.","frappe.get_doc(""Training Event"", {""tax"": ""8093"", ""approval_status"": ""Pending"", ""department"": ["">"", 16945]})"
"Can you get Opportunity where approval_status is 'Active', modified_on is 'Draft', and item_name is more than 6175?","frappe.get_doc(""Opportunity"", {""approval_status"": ""Active"", ""modified_on"": ""Draft"", ""item_name"": ["">"", 6175]})"
"Find a Course with delivery_date as '4207', stock_uom set to 'Delivered', and company exceeding 17893.","frappe.get_doc(""Course"", {""delivery_date"": ""4207"", ""stock_uom"": ""Delivered"", ""company"": ["">"", 17893]})"
"I need details of Grade where item_name matches 'Unpaid', start_date is 'Confirmed', and subtotal is over 17526.","frappe.get_doc(""Grade"", {""item_name"": ""Unpaid"", ""start_date"": ""Confirmed"", ""subtotal"": ["">"", 17526]})"
"Can you get Fees where quantity is 'On Hold', supplier_id is 'Approved', and qty is more than 8749?","frappe.get_doc(""Fees"", {""quantity"": ""On Hold"", ""supplier_id"": ""Approved"", ""qty"": ["">"", 8749]})"
"Find a Contact with supplier_name as 'Paid', description set to 'On Hold', and discount exceeding 8550.","frappe.get_doc(""Contact"", {""supplier_name"": ""Paid"", ""description"": ""On Hold"", ""discount"": ["">"", 8550]})"
"Find a Employee with address as 'Approved', first_name set to 'Approved', and duration exceeding 8509.","frappe.get_doc(""Employee"", {""address"": ""Approved"", ""first_name"": ""Approved"", ""duration"": ["">"", 8509]})"
"Retrieve Loan Application details where currency = 'Active', project_name = 'On Hold', and contact_person > 10907.","frappe.get_doc(""Loan Application"", {""currency"": ""Active"", ""project_name"": ""On Hold"", ""contact_person"": ["">"", 10907]})"
"Fetch Course having item_group = '7903', created_on = 'Overdue', and role greater than 8883.","frappe.get_doc(""Course"", {""item_group"": ""7903"", ""created_on"": ""Overdue"", ""role"": ["">"", 8883]})"
"Fetch Leave Application having discount = 'Completed', shipping_address = 'Submitted', and total greater than 14828.","frappe.get_doc(""Leave Application"", {""discount"": ""Completed"", ""shipping_address"": ""Submitted"", ""total"": ["">"", 14828]})"
"Can you get Email Queue where duration is 'Unpaid', modified_on is 'Pending', and item_group is more than 13673?","frappe.get_doc(""Email Queue"", {""duration"": ""Unpaid"", ""modified_on"": ""Pending"", ""item_group"": ["">"", 13673]})"
"I need details of Program where contact_phone matches 'Inactive', role is 'Rejected', and approval_status is over 7105.","frappe.get_doc(""Program"", {""contact_phone"": ""Inactive"", ""role"": ""Rejected"", ""approval_status"": ["">"", 7105]})"
"I need details of Attendance where designation matches 'Inactive', progress is 'On Hold', and description is over 10292.","frappe.get_doc(""Attendance"", {""designation"": ""Inactive"", ""progress"": ""On Hold"", ""description"": ["">"", 10292]})"
"I need details of Payment Entry where tax matches 'Unpaid', contact_email is 'Submitted', and shipping_address is over 18313.","frappe.get_doc(""Payment Entry"", {""tax"": ""Unpaid"", ""contact_email"": ""Submitted"", ""shipping_address"": ["">"", 18313]})"
"Fetch Patient Appointment having contact_phone = '4450', user_id = 'Overdue', and attachments greater than 10673.","frappe.get_doc(""Patient Appointment"", {""contact_phone"": ""4450"", ""user_id"": ""Overdue"", ""attachments"": ["">"", 10673]})"
"Find a Warehouse with item_code as 'Pending', uom set to 'Approved', and email exceeding 19905.","frappe.get_doc(""Warehouse"", {""item_code"": ""Pending"", ""uom"": ""Approved"", ""email"": ["">"", 19905]})"
"Find a Address with contact_email as 'Completed', company set to 'Paid', and qty exceeding 14297.","frappe.get_doc(""Address"", {""contact_email"": ""Completed"", ""company"": ""Paid"", ""qty"": ["">"", 14297]})"
"Find a Employee with email as 'Rejected', comments set to 'Paid', and project_name exceeding 16031.","frappe.get_doc(""Employee"", {""email"": ""Rejected"", ""comments"": ""Paid"", ""project_name"": ["">"", 16031]})"
"Can you get Training Program where total is 'Open', approval_status is 'Inactive', and discount is more than 17679?","frappe.get_doc(""Training Program"", {""total"": ""Open"", ""approval_status"": ""Inactive"", ""discount"": ["">"", 17679]})"
"Retrieve Maintenance Schedule details where due_date = 'Draft', supplier_id = 'Paid', and comments > 16819.","frappe.get_doc(""Maintenance Schedule"", {""due_date"": ""Draft"", ""supplier_id"": ""Paid"", ""comments"": ["">"", 16819]})"
"Find a Maintenance Schedule with end_date as 'Cancelled', conversion_factor set to 'Closed', and currency exceeding 15935.","frappe.get_doc(""Maintenance Schedule"", {""end_date"": ""Cancelled"", ""conversion_factor"": ""Closed"", ""currency"": ["">"", 15935]})"
"Fetch Training Event having enabled = 'Unpaid', company = 'Overdue', and tax greater than 12247.","frappe.get_doc(""Training Event"", {""enabled"": ""Unpaid"", ""company"": ""Overdue"", ""tax"": ["">"", 12247]})"
"I need details of Library Membership where contact_email matches 'Confirmed', project_name is 'Submitted', and conversion_factor is over 7016.","frappe.get_doc(""Library Membership"", {""contact_email"": ""Confirmed"", ""project_name"": ""Submitted"", ""conversion_factor"": ["">"", 7016]})"
"I need details of Purchase Invoice where item_name matches '3442', conversion_factor is 'On Hold', and delivery_date is over 18142.","frappe.get_doc(""Purchase Invoice"", {""item_name"": ""3442"", ""conversion_factor"": ""On Hold"", ""delivery_date"": ["">"", 18142]})"
"Retrieve Patient details where end_date = 'Closed', shipping_address = 'Closed', and duration > 6360.","frappe.get_doc(""Patient"", {""end_date"": ""Closed"", ""shipping_address"": ""Closed"", ""duration"": ["">"", 6360]})"
"I need details of Patient Appointment where remarks matches 'Processing', rate is 'Paid', and date is over 9952.","frappe.get_doc(""Patient Appointment"", {""remarks"": ""Processing"", ""rate"": ""Paid"", ""date"": ["">"", 9952]})"
"Find a Leave Allocation with quantity as 'Inactive', supplier_name set to 'Unpaid', and qty exceeding 7631.","frappe.get_doc(""Leave Allocation"", {""quantity"": ""Inactive"", ""supplier_name"": ""Unpaid"", ""qty"": ["">"", 7631]})"
"Find a Opportunity with tax as 'Active', contact_person set to 'Rejected', and total exceeding 17036.","frappe.get_doc(""Opportunity"", {""tax"": ""Active"", ""contact_person"": ""Rejected"", ""total"": ["">"", 17036]})"
"Can you get Purchase Invoice where billing_address is 'Cancelled', total is 'Cancelled', and address is more than 8495?","frappe.get_doc(""Purchase Invoice"", {""billing_address"": ""Cancelled"", ""total"": ""Cancelled"", ""address"": ["">"", 8495]})"
"Find a Course with first_name as 'Cancelled', end_date set to 'Paid', and contact_person exceeding 5151.","frappe.get_doc(""Course"", {""first_name"": ""Cancelled"", ""end_date"": ""Paid"", ""contact_person"": ["">"", 5151]})"
"Find a Blog Post with country as 'Inactive', address set to 'Open', and amount exceeding 7549.","frappe.get_doc(""Blog Post"", {""country"": ""Inactive"", ""address"": ""Open"", ""amount"": ["">"", 7549]})"
"I need details of Loan where qty matches 'Draft', first_name is 'Cancelled', and subtotal is over 15828.","frappe.get_doc(""Loan"", {""qty"": ""Draft"", ""first_name"": ""Cancelled"", ""subtotal"": ["">"", 15828]})"
"I need details of Web Page where subtotal matches 'Under Review', project_name is 'On Hold', and date is over 12619.","frappe.get_doc(""Web Page"", {""subtotal"": ""Under Review"", ""project_name"": ""On Hold"", ""date"": ["">"", 12619]})"
"Fetch Lead having currency = 'Closed', stock_uom = 'Unpaid', and first_name greater than 12823.","frappe.get_doc(""Lead"", {""currency"": ""Closed"", ""stock_uom"": ""Unpaid"", ""first_name"": ["">"", 12823]})"
"Fetch Student Applicant having item_name = 'Inactive', comments = 'Rejected', and reference_number greater than 16803.","frappe.get_doc(""Student Applicant"", {""item_name"": ""Inactive"", ""comments"": ""Rejected"", ""reference_number"": ["">"", 16803]})"
"Can you get Blog Post where conversion_factor is 'Approved', department is '1799', and country is more than 13378?","frappe.get_doc(""Blog Post"", {""conversion_factor"": ""Approved"", ""department"": ""1799"", ""country"": ["">"", 13378]})"
"Fetch Audit Findings Report having warehouse = 'Overdue', subtotal = '3004', and delivery_date greater than 12376.","frappe.get_doc(""Audit Findings Report"", {""warehouse"": ""Overdue"", ""subtotal"": ""3004"", ""delivery_date"": ["">"", 12376]})"
"Retrieve Salary Slip details where customer_name = 'Cancelled', address = 'Closed', and progress > 10063.","frappe.get_doc(""Salary Slip"", {""customer_name"": ""Cancelled"", ""address"": ""Closed"", ""progress"": ["">"", 10063]})"
"I need details of Job Applicant where contact_phone matches 'Overdue', task_name is 'Cancelled', and subtotal is over 18960.","frappe.get_doc(""Job Applicant"", {""contact_phone"": ""Overdue"", ""task_name"": ""Cancelled"", ""subtotal"": ["">"", 18960]})"
"Can you get Journal Entry where item_code is 'Draft', notes is 'On Hold', and price is more than 12589?","frappe.get_doc(""Journal Entry"", {""item_code"": ""Draft"", ""notes"": ""On Hold"", ""price"": ["">"", 12589]})"
"Fetch Loan having address = 'Draft', country = 'Completed', and billing_address greater than 6645.","frappe.get_doc(""Loan"", {""address"": ""Draft"", ""country"": ""Completed"", ""billing_address"": ["">"", 6645]})"
"Fetch Purchase Receipt having contact_person = 'Closed', comments = 'Unpaid', and remarks greater than 9617.","frappe.get_doc(""Purchase Receipt"", {""contact_person"": ""Closed"", ""comments"": ""Unpaid"", ""remarks"": ["">"", 9617]})"
"Can you get Sales Invoice where reference_number is 'Unpaid', enabled is 'Unpaid', and notes is more than 10039?","frappe.get_doc(""Sales Invoice"", {""reference_number"": ""Unpaid"", ""enabled"": ""Unpaid"", ""notes"": ["">"", 10039]})"
"Can you get Quotation where stock_uom is '3660', warehouse is 'Rejected', and uom is more than 16150?","frappe.get_doc(""Quotation"", {""stock_uom"": ""3660"", ""warehouse"": ""Rejected"", ""uom"": ["">"", 16150]})"
"Fetch Clinical Procedure having first_name = 'Active', customer_name = 'Unpaid', and duration greater than 6996.","frappe.get_doc(""Clinical Procedure"", {""first_name"": ""Active"", ""customer_name"": ""Unpaid"", ""duration"": ["">"", 6996]})"
"Fetch Website Theme having amount = 'Submitted', country = 'Inactive', and reference_number greater than 6572.","frappe.get_doc(""Website Theme"", {""amount"": ""Submitted"", ""country"": ""Inactive"", ""reference_number"": ["">"", 6572]})"
"Can you get Training Program where tax is 'Under Review', item_name is 'Processing', and description is more than 18645?","frappe.get_doc(""Training Program"", {""tax"": ""Under Review"", ""item_name"": ""Processing"", ""description"": ["">"", 18645]})"
"I need details of Hospitalization where duration matches 'On Hold', status is 'Delivered', and address is over 12473.","frappe.get_doc(""Hospitalization"", {""duration"": ""On Hold"", ""status"": ""Delivered"", ""address"": ["">"", 12473]})"
"I need details of company where designation matches 'Unpaid', project_name is 'Open', and price is over 18757.","frappe.get_doc(""Company"", {""designation"": ""Unpaid"", ""project_name"": ""Open"", ""price"": ["">"", 18757]})"
"Find a Issue with currency as 'Completed', progress set to 'On Hold', and end_date exceeding 9018.","frappe.get_doc(""Issue"", {""currency"": ""Completed"", ""progress"": ""On Hold"", ""end_date"": ["">"", 9018]})"
"I need details of Property Setter where start_date matches 'Rejected', modified_on is 'Confirmed', and company is over 17916.","frappe.get_doc(""Property Setter"", {""start_date"": ""Rejected"", ""modified_on"": ""Confirmed"", ""company"": ["">"", 17916]})"
"Retrieve Lab Test details where enabled = 'Submitted', progress = 'Processing', and item_name > 6009.","frappe.get_doc(""Lab Test"", {""enabled"": ""Submitted"", ""progress"": ""Processing"", ""item_name"": ["">"", 6009]})"
"Find a Email Template with created_on as 'Under Review', remarks set to 'On Hold', and item_group exceeding 6789.","frappe.get_doc(""Email Template"", {""created_on"": ""Under Review"", ""remarks"": ""On Hold"", ""item_group"": ["">"", 6789]})"
"Fetch Website Settings having modified_on = 'Unpaid', supplier_id = 'On Hold', and conversion_factor greater than 12952.","frappe.get_doc(""Website Settings"", {""modified_on"": ""Unpaid"", ""supplier_id"": ""On Hold"", ""conversion_factor"": ["">"", 12952]})"
"Retrieve Salary Slip details where warehouse = 'Active', amount = 'Delivered', and created_on > 7064.","frappe.get_doc(""Salary Slip"", {""warehouse"": ""Active"", ""amount"": ""Delivered"", ""created_on"": ["">"", 7064]})"
"Fetch Loan Repayment having contact_email = 'Delivered', phone = 'Closed', and attachments greater than 7687.","frappe.get_doc(""Loan Repayment"", {""contact_email"": ""Delivered"", ""phone"": ""Closed"", ""attachments"": ["">"", 7687]})"
"Can you get Payment Entry where address is 'Closed', approval_status is 'Under Review', and contact_email is more than 16513?","frappe.get_doc(""Payment Entry"", {""address"": ""Closed"", ""approval_status"": ""Under Review"", ""contact_email"": ["">"", 16513]})"
"Retrieve Library Transaction details where name = 'Rejected', rate = 'Inactive', and status > 19269.","frappe.get_doc(""Library Transaction"", {""name"": ""Rejected"", ""rate"": ""Inactive"", ""status"": ["">"", 19269]})"
"I need details of Address where name matches 'Delivered', date is 'Closed', and contact_email is over 18849.","frappe.get_doc(""Address"", {""name"": ""Delivered"", ""date"": ""Closed"", ""contact_email"": ["">"", 18849]})"
"Fetch Journal Entry having department = 'Active', date = 'Confirmed', and user_id greater than 7599.","frappe.get_doc(""Journal Entry"", {""department"": ""Active"", ""date"": ""Confirmed"", ""user_id"": ["">"", 7599]})"
"I need details of Appointment where first_name matches 'Open', end_date is 'Completed', and duration is over 5866.","frappe.get_doc(""Appointment"", {""first_name"": ""Open"", ""end_date"": ""Completed"", ""duration"": ["">"", 5866]})"
"Retrieve Library Transaction details where item_group = 'Pending', item_code = 'Delivered', and subtotal > 6584.","frappe.get_doc(""Library Transaction"", {""item_group"": ""Pending"", ""item_code"": ""Delivered"", ""subtotal"": ["">"", 6584]})"
"Retrieve Purchase Receipt details where reference_number = 'Confirmed', remarks = 'Submitted', and item_code > 13496.","frappe.get_doc(""Purchase Receipt"", {""reference_number"": ""Confirmed"", ""remarks"": ""Submitted"", ""item_code"": ["">"", 13496]})"
"Retrieve Clinical Procedure details where description = 'Closed', first_name = 'Closed', and billing_address > 6356.","frappe.get_doc(""Clinical Procedure"", {""description"": ""Closed"", ""first_name"": ""Closed"", ""billing_address"": ["">"", 6356]})"
"I need details of Item where enabled matches 'Confirmed', address is 'Unpaid', and start_date is over 17876.","frappe.get_doc(""Item"", {""enabled"": ""Confirmed"", ""address"": ""Unpaid"", ""start_date"": ["">"", 17876]})"
"I need details of Attendance where workflow_state matches 'Open', payment_terms is 'Open', and delivery_date is over 8293.","frappe.get_doc(""Attendance"", {""workflow_state"": ""Open"", ""payment_terms"": ""Open"", ""delivery_date"": ["">"", 8293]})"
"Fetch Contact having discount = 'Draft', duration = 'Cancelled', and status greater than 16538.","frappe.get_doc(""Contact"", {""discount"": ""Draft"", ""duration"": ""Cancelled"", ""status"": ["">"", 16538]})"
"Can you get Loan Application where contact_email is 'Under Review', workflow_state is 'Paid', and conversion_factor is more than 11001?","frappe.get_doc(""Loan Application"", {""contact_email"": ""Under Review"", ""workflow_state"": ""Paid"", ""conversion_factor"": ["">"", 11001]})"
"Can you get Maintenance Schedule where created_on is 'Closed', tax is 'Confirmed', and amount is more than 17711?","frappe.get_doc(""Maintenance Schedule"", {""created_on"": ""Closed"", ""tax"": ""Confirmed"", ""amount"": ["">"", 17711]})"
"I need details of Print Format where discount matches 'Rejected', price is 'Open', and name is over 5691.","frappe.get_doc(""Print Format"", {""discount"": ""Rejected"", ""price"": ""Open"", ""name"": ["">"", 5691]})"
"I need details of Property Setter where total matches 'Submitted', name is 'Processing', and delivery_date is over 6858.","frappe.get_doc(""Property Setter"", {""total"": ""Submitted"", ""name"": ""Processing"", ""delivery_date"": ["">"", 6858]})"
"Fetch Student Applicant having billing_address = 'Overdue', department = 'Unpaid', and subtotal greater than 13015.","frappe.get_doc(""Student Applicant"", {""billing_address"": ""Overdue"", ""department"": ""Unpaid"", ""subtotal"": ["">"", 13015]})"
"Can you get Address where delivery_date is 'Cancelled', attachments is 'Overdue', and date is more than 15588?","frappe.get_doc(""Address"", {""delivery_date"": ""Cancelled"", ""attachments"": ""Overdue"", ""date"": ["">"", 15588]})"
"Retrieve System Settings details where reference_number = 'Under Review', delivery_date = 'Draft', and amount > 12947.","frappe.get_doc(""System Settings"", {""reference_number"": ""Under Review"", ""delivery_date"": ""Draft"", ""amount"": ["">"", 12947]})"
"Find a Appointment with supplier_id as 'Closed', remarks set to 'Submitted', and approval_status exceeding 12237.","frappe.get_doc(""Appointment"", {""supplier_id"": ""Closed"", ""remarks"": ""Submitted"", ""approval_status"": ["">"", 12237]})"
"I need details of System Settings where comments matches 'Draft', enabled is 'Submitted', and contact_phone is over 18044.","frappe.get_doc(""System Settings"", {""comments"": ""Draft"", ""enabled"": ""Submitted"", ""contact_phone"": ["">"", 18044]})"
"Fetch Job Applicant having qty = 'On Hold', status = 'Completed', and contact_person greater than 13984.","frappe.get_doc(""Job Applicant"", {""qty"": ""On Hold"", ""status"": ""Completed"", ""contact_person"": ["">"", 13984]})"
"Find a Web Page with created_on as 'Open', item_name set to 'Cancelled', and first_name exceeding 12347.","frappe.get_doc(""Web Page"", {""created_on"": ""Open"", ""item_name"": ""Cancelled"", ""first_name"": ["">"", 12347]})"
"Retrieve Payroll Entry details where department = 'Open', enabled = 'Unpaid', and reference_number > 8308.","frappe.get_doc(""Payroll Entry"", {""department"": ""Open"", ""enabled"": ""Unpaid"", ""reference_number"": ["">"", 8308]})"
"I need details of Loan where designation matches 'Rejected', contact_phone is 'Draft', and task_name is over 16377.","frappe.get_doc(""Loan"", {""designation"": ""Rejected"", ""contact_phone"": ""Draft"", ""task_name"": ["">"", 16377]})"
"Can you get Payment Entry where billing_address is 'Confirmed', designation is 'Draft', and user_id is more than 19925?","frappe.get_doc(""Payment Entry"", {""billing_address"": ""Confirmed"", ""designation"": ""Draft"", ""user_id"": ["">"", 19925]})"
"Can you get Letter Head where approval_status is 'Closed', uom is 'Rejected', and qty is more than 16291?","frappe.get_doc(""Letter Head"", {""approval_status"": ""Closed"", ""uom"": ""Rejected"", ""qty"": ["">"", 16291]})"
"Retrieve Loan details where date = 'Submitted', item_code = 'On Hold', and designation > 12863.","frappe.get_doc(""Loan"", {""date"": ""Submitted"", ""item_code"": ""On Hold"", ""designation"": ["">"", 12863]})"
"Fetch Lead having billing_address = 'Rejected', role = 'Draft', and supplier_name greater than 5792.","frappe.get_doc(""Lead"", {""billing_address"": ""Rejected"", ""role"": ""Draft"", ""supplier_name"": ["">"", 5792]})"
"Retrieve Expense Claim details where item_code = 'Active', comments = 'Paid', and email > 5021.","frappe.get_doc(""Expense Claim"", {""item_code"": ""Active"", ""comments"": ""Paid"", ""email"": ["">"", 5021]})"
"Retrieve Patient Appointment details where notes = 'On Hold', created_on = 'Under Review', and company > 6582.","frappe.get_doc(""Patient Appointment"", {""notes"": ""On Hold"", ""created_on"": ""Under Review"", ""company"": ["">"", 6582]})"
"I need details of Loan where notes matches 'Active', subtotal is 'Under Review', and date is over 15188.","frappe.get_doc(""Loan"", {""notes"": ""Active"", ""subtotal"": ""Under Review"", ""date"": ["">"", 15188]})"
"Find a Social Media Post with name as 'Submitted', status set to 'Approved', and currency exceeding 17145.","frappe.get_doc(""Social Media Post"", {""name"": ""Submitted"", ""status"": ""Approved"", ""currency"": ["">"", 17145]})"
"Fetch Payment Entry having modified_on = 'Under Review', uom = 'Inactive', and amount greater than 14798.","frappe.get_doc(""Payment Entry"", {""modified_on"": ""Under Review"", ""uom"": ""Inactive"", ""amount"": ["">"", 14798]})"
"Find a Hospitalization with task_name as 'Rejected', supplier_id set to 'On Hold', and amount exceeding 11572.","frappe.get_doc(""Hospitalization"", {""task_name"": ""Rejected"", ""supplier_id"": ""On Hold"", ""amount"": ["">"", 11572]})"
"Retrieve Clinical Procedure details where total = 'On Hold', notes = 'Unpaid', and email > 13539.","frappe.get_doc(""Clinical Procedure"", {""total"": ""On Hold"", ""notes"": ""Unpaid"", ""email"": ["">"", 13539]})"
"I need details of Custom Script where billing_address matches 'Submitted', name is 'Delivered', and end_date is over 15688.","frappe.get_doc(""Custom Script"", {""billing_address"": ""Submitted"", ""name"": ""Delivered"", ""end_date"": ["">"", 15688]})"
"Retrieve Salary Slip details where company = 'Completed', contact_phone = 'On Hold', and stock_uom > 16306.","frappe.get_doc(""Salary Slip"", {""company"": ""Completed"", ""contact_phone"": ""On Hold"", ""stock_uom"": ["">"", 16306]})"
"Retrieve Website Theme details where currency = 'Rejected', end_date = 'Cancelled', and conversion_factor > 5797.","frappe.get_doc(""Website Theme"", {""currency"": ""Rejected"", ""end_date"": ""Cancelled"", ""conversion_factor"": ["">"", 5797]})"
"Can you get Material Request where subtotal is 'Rejected', supplier_id is 'Draft', and attachments is more than 9102?","frappe.get_doc(""Material Request"", {""subtotal"": ""Rejected"", ""supplier_id"": ""Draft"", ""attachments"": ["">"", 9102]})"
"Retrieve Program details where payment_terms = 'Unpaid', qty = 'Closed', and role > 6700.","frappe.get_doc(""Program"", {""payment_terms"": ""Unpaid"", ""qty"": ""Closed"", ""role"": ["">"", 6700]})"
"I need details of Address where progress matches '1229', duration is 'Processing', and phone is over 10092.","frappe.get_doc(""Address"", {""progress"": ""1229"", ""duration"": ""Processing"", ""phone"": ["">"", 10092]})"
"Can you get Email Queue where warehouse is 'Approved', conversion_factor is 'Submitted', and status is more than 9150?","frappe.get_doc(""Email Queue"", {""warehouse"": ""Approved"", ""conversion_factor"": ""Submitted"", ""status"": ["">"", 9150]})"
"Find a Student with start_date as 'Inactive', uom set to 'Under Review', and project_name exceeding 14049.","frappe.get_doc(""Student"", {""start_date"": ""Inactive"", ""uom"": ""Under Review"", ""project_name"": ["">"", 14049]})"
"Can you get Task where enabled is 'Delivered', notes is 'Closed', and currency is more than 13237?","frappe.get_doc(""Task"", {""enabled"": ""Delivered"", ""notes"": ""Closed"", ""currency"": ["">"", 13237]})"
"I need details of Blog Post where discount matches 'Cancelled', description is 'Delivered', and quantity is over 11559.","frappe.get_doc(""Blog Post"", {""discount"": ""Cancelled"", ""description"": ""Delivered"", ""quantity"": ["">"", 11559]})"
"I need details of Fees where shipping_address matches 'Paid', role is 'Cancelled', and address is over 5295.","frappe.get_doc(""Fees"", {""shipping_address"": ""Paid"", ""role"": ""Cancelled"", ""address"": ["">"", 5295]})"
"Retrieve Sales Order details where contact_email = 'Under Review', department = 'Paid', and role > 9363.","frappe.get_doc(""Sales Order"", {""contact_email"": ""Under Review"", ""department"": ""Paid"", ""role"": ["">"", 9363]})"
"Retrieve Custom Field details where reference_number = 'Inactive', qty = 'Processing', and delivery_date > 15126.","frappe.get_doc(""Custom Field"", {""reference_number"": ""Inactive"", ""qty"": ""Processing"", ""delivery_date"": ["">"", 15126]})"
