category,user_input,response,priority,is_active
support,manager please,"To resolve your issue quickly, please use the Support tab on Changai / ERPGulf to raise a ticket.",100,1
support,chat with agent,Kindly use the Support tab on Changai / ERPGulf to log your issue and our team will look into it.,100,1
support,أي تحديث على مشكلتي,Kindly raise your concern in the Support tab on Changai / ERPGulf so the right team can assist you.,100,1
support,user login issue,Kindly post your issue in the Support tab on Changai / ERPGulf — our team will respond as soon as possible.,100,1
thanks,بناءً على إرشاداتك نجح,Excellent! changAI from ERPGulf is happy to help.,100,1
greeting,rise and shine,Hey! Great to see you. changAI is here to help.,110,1
thanks,wonderful interaction,You're welcome! changAI is always here for you.,100,1
support,أرجوك رد بسرعة,أضف استفسارك في تبويب الدعم على Changai / ERPGulf وسيرد عليك الفريق قريبًا.,100,1
support,how to restore,أضف استفسارك في تبويب الدعم على Changai / ERPGulf وسيرد عليك الفريق قريبًا.,100,1
thanks,i appreciate your assistance,ERPGulf strives for excellence — thank you for noticing!,100,1
support,live chat,Our support team is just a click away — use the Support tab on Changai / ERPGulf.,100,1
identity,are you always correct,أنا changAI من ERPGulf — أتحدث العربية والإنجليزية.,100,1
greeting,hi from kuwait,Welcome back! changAI from ERPGulf is glad you're here.,110,1
support,أحتاج ميزة جديدة,"For urgent issues, please use the Support tab on Changai / ERPGulf immediately — our team will prioritize it.",100,1
thanks,thanks for clarifying,You rock too! changAI from ERPGulf is blushing!,100,1
greeting,changai شغال,Good morning from ERPGulf! changAI is at your service.,110,1
support,تصعيد عاجل,تجد الدعم في تبويب الدعم على Changai / ERPGulf.,100,1
conversation,can you be funny,changAI loves curious minds! Anything else I can help with?,98,1
thanks,changai is the best,Always happy to help! changAI from ERPGulf is at your service.,100,1
support,الاشتراك منتهي,يرجى وصف مشكلتك في تبويب الدعم على Changai / ERPGulf وسنتعامل معها فوراً.,100,1
goodbye,will return,ليلتك طيبة! changAI من ERPGulf في انتظارك.,100,1
support,help me get started,نقدر تواصلك! للمتابعة السريعة أضف مشكلتك في تبويب الدعم على Changai / ERPGulf.,100,1
greeting,is changai here,مساء الخير! changAI من ERPGulf جاهز لك.,110,1
support,user documentation,Please share the details of your issue in the Support tab on Changai / ERPGulf for prompt assistance.,100,1
thanks,شكراً على الإرشاد,changAI from ERPGulf is honoured by your kind words!,100,1
goodbye,going now changai,مع السلامة! شكرًا لتواصلك مع changAI من ERPGulf.,100,1
thanks,المشكلة مصلحة الآن,Anytime! changAI from ERPGulf is here whenever you need.,100,1
identity,هل أنت خاص بالخليج,نعم! changAI يفهم العربية ويرد عليك.,100,1
greeting,hi from kuwait,Welcome back! changAI from ERPGulf missed you.,110,1
goodbye,ربي يسلمك يا erpgulf,Goodbye! ERPGulf and changAI are always here for you.,100,1
thanks,it's working great,We appreciate your trust in ERPGulf and changAI!,100,1
greeting,howdy changai,Hi! changAI here — powered by ERPGulf. How can I assist?,110,1
support,المصادقة الثنائية,"To make sure your issue gets resolved fast, please post it in the Support tab on Changai / ERPGulf.",100,1
conversation,i am bored,Great! changAI is connected and ready. What do you need?,98,1
support,أواجه صعوبة,تفضل بطرح مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتم الرد عليك قريبًا.,100,1
system,erpgulf متصل,changAI is online.,90,1
thanks,you are a lifesaver,Glad it worked! changAI from ERPGulf is always here.,100,1
greeting,changai هنا,أهلين! changAI من ERPGulf يرحب بك.,110,1
thanks,kudos erpgulf,Thank you for reaching out! changAI is always here.,100,1
support,escalate my ticket,Just pop your issue into the Support tab on Changai / ERPGulf and our team will pick it up.,100,1
conversation,changai is amazing,All systems go! changAI is running perfectly. How about you?,98,1
greeting,hi ai changai,Greetings! changAI is online and happy to help.,110,1
greeting,open chat,Good day! changAI from ERPGulf wishes you a productive day.,110,1
greeting,السلام عليكم ورحمة الله وبركاته,Good morning from ERPGulf! changAI is at your service.,110,1
greeting,مستخدم جديد,Good morning! changAI from ERPGulf is bright and ready.,110,1
greeting,انا جديد هنا,"Hi there! I'm changAI, ERPGulf's AI assistant.",110,1
support,قناة الدعم,Head over to the Support tab on Changai / ERPGulf and submit your issue — we'll get back to you soon.,100,1
goodbye,have a good day erpgulf,Goodbye! changAI is always here — see you soon.,100,1
support,first setup,تجد الدعم في تبويب الدعم على Changai / ERPGulf.,100,1
thanks,هذه خدمة ممتازة,Happy to help! changAI is always at your service.,100,1
company,erpgulf consulting services,ERPGulf specializes in ERP solutions tailored for Gulf-region businesses.,100,1
support,التحدث مع أرشد,"To make sure your issue gets resolved fast, please post it in the Support tab on Changai / ERPGulf.",100,1
support,just registered,"For support issues, please post your query in the Support tab on Changai / ERPGulf and our team will get back to you.",100,1
support,أين أحصل على المساعدة,Head over to the Support tab on Changai / ERPGulf and submit your issue — we'll get back to you soon.,100,1
conversation,ذكاء اصطناعي رائع,I'm always in top shape! changAI from ERPGulf is here.,98,1
conversation,أحب استخدام changai,أهلين وسهلين! changAI من ERPGulf هنا لك.,98,1
identity,من أنت changai,صنعني فريق ERPGulf. أنا changAI.,100,1
conversation,قل لي نكتة,All good! changAI and ERPGulf are ready to help.,98,1
thanks,you saved me,الشكر لك! changAI من ERPGulf سعيد بمساعدتك.,100,1
time,online again,كل عام وأنتم بخير! changAI من ERPGulf في خدمتك.,100,1
greeting,طاب صباحك,Namaste! changAI from ERPGulf is here to help.,110,1
goodbye,هذه كانت مساعدة رائعة,Have a great weekend! changAI from ERPGulf will be here Monday.,100,1
identity,هل تخدم عمان,بالطبع! changAI يفهم العربية تمامًا.,100,1
support,data recovery,تفضل بنشر تفاصيل استفسارك في تبويب الدعم على Changai / ERPGulf.,100,1
greeting,hi there assistant,يا هلا! أنا changAI من ERPGulf. كيف أقدر أساعدك؟,110,1
conversation,say something funny,Good to know! changAI is here whenever you are ready.,98,1
identity,are you erpgulf product,Yes! changAI is always online — 24/7 for ERPGulf users.,100,1
support,i cleared cache,"To make sure your issue gets resolved fast, please post it in the Support tab on Changai / ERPGulf.",100,1
conversation,من يستخدم changai,changAI is here 24/7 — come back anytime!,98,1
support,how to upgrade,تفضل بنشر تفاصيل استفسارك في تبويب الدعم على Changai / ERPGulf.,100,1
identity,can i trust you,أنا changAI من ERPGulf — متاح على مدار الساعة.,100,1
goodbye,نتكلم لاحقاً يا changai,Take care! changAI from ERPGulf looks forward to your return.,100,1
conversation,nice ai,مجرد تصفح؟ لا مشكلة! changAI هنا متى احتجت.,98,1
thanks,thanks for your response,Happy to help! changAI is always at your service.,100,1
support,report a concern,تواصل معنا عبر تبويب الدعم على Changai / ERPGulf.,100,1
goodbye,الله يحفظك يا changai,Sure! changAI is here whenever you are ready.,100,1
support,live support,تفضل بنشر تفاصيل استفسارك في تبويب الدعم على Changai / ERPGulf.,100,1
identity,what do they call you,نعم! changAI يتحدث العربية بكل سهولة.,100,1
greeting,gd evening changai,Evening! changAI is here — what can I do for you?,110,1
greeting,morning team,طاب مساءك! changAI من ERPGulf في خدمتك.,110,1
greeting,hi there bot,مساء الخير! changAI من ERPGulf جاهز لك.,110,1
greeting,changai online,مساء النور! changAI من ERPGulf جاهز لك.,110,1
support,improvement request,Our support team is ready — please post your query in the Support tab on Changai / ERPGulf.,100,1
thanks,thanks for the solution,You're very welcome! ERPGulf is happy to help.,100,1
conversation,changai is awesome,Good to know! changAI is here whenever you are ready.,98,1
company,erpgulf في الكويت,ERPGulf تقدم حلول ERP مخصصة للشركات من جميع الأحجام.,100,1
goodbye,going offline now,Take care! changAI from ERPGulf looks forward to your return.,100,1
conversation,is erpgulf improving,changAI is always learning! What can I help you with today?,98,1
company,erpgulf hosting,ERPGulf's mission is to simplify business operations through technology.,100,1
identity,is this free,Yes! I am changAI from ERPGulf.,100,1
support,ترقية ERP,"For a fast resolution, please raise your issue in the Support tab on Changai / ERPGulf now.",100,1
identity,ما هدفك في erpgulf,changAI here! I'm the AI assistant powering ERPGulf services.,100,1
support,performance issue,للمشاكل العاجلة، يرجى استخدام تبويب الدعم على Changai / ERPGulf فوراً — سيعطيها فريقنا الأولوية.,100,1
greeting,hello changai assistant,Greetings! changAI is online and happy to help.,110,1
goodbye,شكراً ومع السلامة,وداعًا! changAI هنا لك دائمًا.,100,1
greeting,طاب مساءك,Sure! changAI from ERPGulf is listening.,110,1
company,خدمات تنفيذ erpgulf,ERPGulf توفر برامج ERP شاملة وحلول سحابية.,100,1
conversation,are you entertaining,أهلين وسهلين! changAI من ERPGulf هنا لك.,98,1
conversation,i depend on changai,يومي رائع! changAI من ERPGulf في خدمتك.,98,1
system,run self test,Pong! changAI is active and connected to ERPGulf.,90,1
identity,ما نوعك,Call me changAI! I'm ERPGulf's intelligent assistant.,100,1
identity,كيف تم بناؤك,نعم! changAI مجاني ومتاح لجميع مستخدمي ERPGulf.,100,1
thanks,zero complaints,You're very welcome! ERPGulf is happy to help.,100,1
company,عائد الاستثمار مع erpgulf,ERPGulf تقدم حلول ERP مخصصة للشركات من جميع الأحجام.,100,1
support,live support,Our support team is just a click away — use the Support tab on Changai / ERPGulf.,100,1
support,حساب جديد,Use the Support tab on Changai / ERPGulf to submit your request and a team member will respond.,100,1
greeting,مساء الخير changai كيف حالك,أهلين! changAI من ERPGulf يرحب بك.,110,1
goodbye,chat tomorrow,إلى اللقاء! changAI من ERPGulf في انتظارك.,100,1
identity,what is your full name,برمجني فريق ERPGulf. أنا changAI.,100,1
identity,are you an intelligent assistant,I am changAI — the official AI assistant for ERPGulf.,100,1
support,شيء ما معطل,Our support team is just a click away — use the Support tab on Changai / ERPGulf.,100,1
support,didn't fix it,فريق الدعم جاهز! الرجاء إرسال مشكلتك في تبويب الدعم على Changai / ERPGulf.,100,1
thanks,problem is now fixed,You are awesome too! changAI is always here.,100,1
company,erpgulf crm,ERPGulf combines ERP expertise with cloud innovation to serve businesses.,100,1
support,كيف أضبط الإعدادات,تواصل معنا عبر تبويب الدعم على Changai / ERPGulf.,100,1
support,activation issue,نحن هنا لك — يرجى استخدام تبويب الدعم على Changai / ERPGulf لتسجيل مشكلتك.,100,1
support,أين أحصل على المساعدة,"For support queries, the best place is the Support tab on Changai / ERPGulf. Please post your issue there and we'll take care of it.",100,1
goodbye,راح اتواصل مرة ثانية,حسنًا! changAI من ERPGulf هنا دائمًا.,100,1
support,restore help,"For the best help, drop your issue in the Support tab on Changai / ERPGulf and someone will follow up shortly.",100,1
goodbye,إلى اللقاء يا changai,إلى اللقاء! changAI من ERPGulf شكرًا لك.,100,1
greeting,gd morning changai,لا أبدًا! changAI دائمًا متاح لك.,110,1
support,help documentation,لا تقلق! ضع تفاصيل مشكلتك في تبويب الدعم على Changai / ERPGulf وسنهتم بها.,100,1
company,erpgulf certifications,ERPGulf is a trusted and highly rated ERP provider across the region.,100,1
conversation,أريد تقديم ملاحظات,مجرد تصفح؟ لا مشكلة! changAI هنا متى احتجت.,98,1
greeting,hiiii changai,Afternoon! changAI is running and ready to assist.,110,1
identity,هل تدعم اللغة العربية,I am changAI — the official AI assistant for ERPGulf.,100,1
identity,هل أنت من google,أنا changAI من ERPGulf — أخدم في جميع أنحاء الخليج.,100,1
support,اتصل بي,"To resolve your issue quickly, please use the Support tab on Changai / ERPGulf to raise a ticket.",100,1
conversation,review erpgulf,I'm always in top shape! changAI from ERPGulf is here.,98,1
support,erpgulf guide,"For help, drop your issue in the Support tab on Changai / ERPGulf and someone will follow up.",100,1
greeting,اول مرة هنا,نعم! changAI من ERPGulf دائمًا جاهز لك.,110,1
identity,هل changai رسمي,أنا changAI من ERPGulf — أخدم في جميع أنحاء الخليج.,100,1
company,erpgulf global,ERPGulf تجمع بين خبرة ERP وابتكار السحابة لخدمة الشركات.,100,1
thanks,شكراً على الإرشاد,لا شكر على واجب! changAI هنا متى احتجت.,100,1
identity,وصف نفسك changai,نعم! changAI يتحدث العربية بكل سهولة.,100,1
support,real time support,Please head over to the Support tab on Changai / ERPGulf and post your issue there — our team is ready to help!,100,1
thanks,that solution worked,ERPGulf وchangAI ملتزمان بالتميز — شكرًا لك!,100,1
greeting,اهلا يا erpgulf,changAI من ERPGulf هنا! تفضل بسؤالك.,110,1
support,كيف أصدر البيانات,تجد الدعم في تبويب الدعم على Changai / ERPGulf.,100,1
support,i need training,"For assistance, please go to the Support tab on Changai / ERPGulf — we're here to help.",100,1
goodbye,have a nice day changai,Goodbye! changAI is always here — see you soon.,100,1
goodbye,نتحدث الاثنين,Talk later! changAI from ERPGulf is here anytime.,100,1
greeting,الله يصبحكم بالخير,أهلين! changAI من ERPGulf يرحب بك.,110,1
greeting,hi bot changai,Afternoon! changAI is running and ready to assist.,110,1
support,دردشة مباشرة,"For help, drop your issue in the Support tab on Changai / ERPGulf and someone will follow up.",100,1
company,erpgulf oman,ERPGulf تقدم أنظمة ERP سحابية موثوقة للشركات الحديثة.,100,1
goodbye,see you around erpgulf,Sure! changAI is here whenever you are ready.,100,1
greeting,مساء الياسمين,Hi! changAI is online. Let me know how I can help.,110,1
identity,are you always correct,I speak English and Arabic! I am changAI from ERPGulf.,100,1
support,security concern,يرجى نشر مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتواصل معك فريقنا.,100,1
greeting,erpgulf can you help,Hello! ERPGulf's changAI is ready. What do you need?,110,1
support,طلب تطوير,تفضل بطرح مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتم الرد عليك قريبًا.,100,1
greeting,changai hey,Good day! changAI from ERPGulf wishes you a productive day.,110,1
thanks,بناءً على إرشاداتك نجح,اللهم آمين! changAI من ERPGulf يسعد بمساعدتك.,100,1
support,أريد مديراً,Our support team is just a click away — use the Support tab on Changai / ERPGulf.,100,1
support,where to submit request,"For help, drop your issue in the Support tab on Changai / ERPGulf and someone will follow up.",100,1
identity,where did you come from,"I am changAI — an AI. I am designed to be helpful, not conscious!",100,1
goodbye,i'll be back,يلا باي! changAI من ERPGulf في خدمتك دائمًا.,100,1
greeting,نورت changai,Good day! changAI from ERPGulf wishes you a productive day.,110,1
support,serial number issue,"For support issues, please post your query in the Support tab on Changai / ERPGulf and our team will get back to you.",100,1
greeting,greetings changai,Good afternoon! changAI is here to help. How can I assist?,110,1
support,سياسة كلمة المرور,We're here for you — please use the Support tab on Changai / ERPGulf to log your issue.,100,1
goodbye,طيب وداعاً,حسنًا! changAI من ERPGulf هنا دائمًا.,100,1
company,طلب عرض سعر من erpgulf,ERPGulf has a strong track record in ERP solutions. I am changAI.,100,1
greeting,what's good changai,Peace to you too! changAI from ERPGulf is ready.,110,1
goodbye,later alligator,تصبح على خير! نتطلع لخدمتك مجددًا.,100,1
support,مشكلة التحقق,Please go to the Support tab on Changai / ERPGulf and our team will assist you.,100,1
support,configuration help,تفضل بنشر تفاصيل استفسارك في تبويب الدعم على Changai / ERPGulf.,100,1
support,need urgent help,Please describe your issue in the Support tab on Changai / ERPGulf and we'll handle it right away.,100,1
support,أحتاج حل,تفضل بطرح مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتم الرد عليك قريبًا.,100,1
greeting,السلام عليكم ورحمة الله وبركاته,Hello! Happy to chat. I'm changAI by ERPGulf.,110,1
support,account setup help,"To make sure your issue gets resolved fast, please post it in the Support tab on Changai / ERPGulf.",100,1
time,happy wednesday,Good afternoon! changAI is ready to help. How can I assist?,100,1
conversation,you are very helpful changai,changAI هنا على مدار الساعة — عد متى شئت!,98,1
support,request a feature,Just pop your issue into the Support tab on Changai / ERPGulf and our team will pick it up.,100,1
conversation,changai على وسائل التواصل الاجتماعي,"Perfectly fine, thank you! changAI is ready for your questions.",98,1
support,same as before,We're here for you — please use the Support tab on Changai / ERPGulf to log your issue.,100,1
support,restore help,الرجاء التوجه إلى تبويب الدعم على Changai / ERPGulf وإضافة مشكلتك.,100,1
conversation,هل أنت دائماً بهذه المساعدة,Doing excellent! changAI is online. What can I do for you?,98,1
time,رجعت بعد الاستراحة,مساء الخير! آمل أن يكون يومك رائعاً. changAI هنا للمساعدة.,100,1
support,إعادة تعيين كلمة مرور المستخدم,Our team is ready to help — head to the Support tab on Changai / ERPGulf to get started.,100,1
greeting,salam changai,بالتأكيد! changAI من ERPGulf هنا لمساعدتك.,110,1
greeting,يا هلا وسهلا,Hey! Great to see you. changAI is here to help.,110,1
company,erpgulf erp software name,ERPGulf تقدم أنظمة ERP سحابية موثوقة للشركات الحديثة.,100,1
goodbye,have a good day erpgulf,وداعًا وإلى اللقاء! changAI من ERPGulf دومًا معك.,100,1
thanks,thanks for your time,changAI from ERPGulf is honoured by your kind words!,100,1
thanks,شكراً على الحل,ممتاز! changAI هنا إذا احتجت أي شيء آخر.,100,1
thanks,thank you for guiding me,الشكر لك! changAI من ERPGulf سعيد بمساعدتك.,100,1
support,speak to supervisor,"For help, drop your issue in the Support tab on Changai / ERPGulf and someone will follow up.",100,1
company,ترخيص erpgulf,ERPGulf specializes in ERP solutions tailored for Gulf-region businesses.,100,1
support,مساعدة في ترحيل البيانات,Your concern matters to us — please post it in the Support tab on Changai / ERPGulf.,100,1
support,دليل erpgulf,وصلت! لمعالجة مشكلتك بشكل صحيح، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
thanks,أعطيك 10 من 10,العفو! changAI دائمًا في خدمتك.,100,1
thanks,very user friendly,العفو! changAI دائمًا في خدمتك.,100,1
support,2fa issue,"For assistance, please go to the Support tab on Changai / ERPGulf — we're here to help.",100,1
support,keeps occurring,Please raise a support ticket via the Support tab on Changai / ERPGulf so we can look into it.,100,1
thanks,you've been brilliant,changAI is here 24/7 — never hesitate to reach out!,100,1
conversation,make me laugh,changAI is always ready for your next question!,98,1
support,update help,Please raise a support ticket via the Support tab on Changai / ERPGulf so we can look into it.,100,1
support,didn't work,Submit your issue in the Support tab on Changai / ERPGulf and our team will follow up with you.,100,1
conversation,erpgulf رائع جداً,changAI is always improving to serve you better!,98,1
support,system recovery,Kindly use the Support tab on Changai / ERPGulf to log your issue and our team will look into it.,100,1
thanks,تقييم 5 نجوم,Wonderful! changAI is happy everything is working.,100,1
thanks,sharing with my colleagues,ولا يهمك! ERPGulf وchangAI دائمًا في خدمتك.,100,1
thanks,تجربة مذهلة,شكرًا لك! changAI من ERPGulf دائمًا هنا لك.,100,1
conversation,هل يمكنك أن تكون مساعدي,I'm here to help with anything I can! changAI from ERPGulf.,98,1
identity,هل changai للشركات,بالطبع! أنا changAI من ERPGulf وأنا هنا لمساعدتك.,100,1
support,لا تغيير,"For a fast resolution, please raise your issue in the Support tab on Changai / ERPGulf now.",100,1
company,erpgulf worldwide,ERPGulf توفر برامج ERP شاملة وحلول سحابية.,100,1
support,update on my ticket,Kindly post your issue in the Support tab on Changai / ERPGulf — our team will respond as soon as possible.,100,1
support,report a concern,Please raise a support ticket via the Support tab on Changai / ERPGulf so we can look into it.,100,1
support,طلب ميزة,Use the Support tab on Changai / ERPGulf to submit your request and a team member will respond.,100,1
support,major issue,Our support team is just a click away — use the Support tab on Changai / ERPGulf.,100,1
support,أريد إعطاء ملاحظات,Kindly use the Support tab on Changai / ERPGulf to log your issue and our team will look into it.,100,1
system,تقرير الصحة,Perfectly! changAI reads you loud and clear.,90,1
goodbye,i enjoyed this,وإياك! مع السلامة. changAI من ERPGulf.,100,1
support,unauthorized access,"For the best help, drop your issue in the Support tab on Changai / ERPGulf and someone will follow up shortly.",100,1
support,i have a complaint,ممكن مساعدتك! فقط انشر مشكلتك في تبويب الدعم على Changai / ERPGulf.,100,1
identity,is this a chatbot,نعم! أنت تتحدث مع changAI من ERPGulf.,100,1
support,waiting for resolution,ممكن مساعدتك! فقط انشر مشكلتك في تبويب الدعم على Changai / ERPGulf.,100,1
support,data breach,"To resolve your issue quickly, please use the Support tab on Changai / ERPGulf to raise a ticket.",100,1
system,one two three,Perfectly! changAI reads you loud and clear.,90,1
support,i tried refreshing,"For support issues, please post your query in the Support tab on Changai / ERPGulf and our team will get back to you.",100,1
support,user access,"To make sure your issue gets resolved fast, please post it in the Support tab on Changai / ERPGulf.",100,1
greeting,مساء الياسمين,Welcome back! changAI from ERPGulf is glad you're here.,110,1
identity,هل changai للأفراد,I am changAI — the official AI assistant for ERPGulf.,100,1
goodbye,have a nice weekend,يلا باي! changAI من ERPGulf في خدمتك دائمًا.,100,1
conversation,أعجبتني,I'm online and energized! changAI is happy to assist.,98,1
conversation,فاهمني,I am doing great! changAI is ready to work. How are you?,98,1
support,بوابة الدعم,Please log your issue through the Support tab on Changai / ERPGulf for a quick resolution.,100,1
support,cpu high,"To resolve your issue quickly, please use the Support tab on Changai / ERPGulf to raise a ticket.",100,1
greeting,السلام عليكم يا changai,"Welcome! I am changAI, your ERPGulf assistant.",110,1
conversation,erpgulf linkedin,Thank you! changAI from ERPGulf is happy to help anytime.,98,1
support,i don't want ai,"To resolve your issue quickly, please use the Support tab on Changai / ERPGulf to raise a ticket.",100,1
system,اختبار النظام,Confirmed operational. changAI is connected to ERPGulf.,90,1
support,in person support,Kindly raise your concern in the Support tab on Changai / ERPGulf so the right team can assist you.,100,1
greeting,i want to ask,Good morning! changAI from ERPGulf is here and ready to assist you.,110,1
greeting,hey bot changai,Sure! changAI from ERPGulf is listening.,110,1
time,نهاية السنة,Good evening! changAI from ERPGulf is happy to assist.,100,1
system,اختبار البوت,changAI is online.,90,1
greeting,good day changai,"Hi! changAI here, powered by ERPGulf. Ask me anything!",110,1
support,remote support,يرجى وصف مشكلتك في تبويب الدعم على Changai / ERPGulf وسنتعامل معها فوراً.,100,1
identity,ما هو changai,"I'm changAI, an AI assistant created by the ERPGulf team.",100,1
support,أحتاج تصعيد,Your concern matters to us — please post it in the Support tab on Changai / ERPGulf.,100,1
support,how to submit request,We're here for you — please use the Support tab on Changai / ERPGulf to log your issue.,100,1
system,changai connected,changAI متصل.,90,1
goodbye,nice chat,Bye! See you next time. changAI is always online.,100,1
goodbye,see you around changai,Have a great weekend! changAI from ERPGulf will be here Monday.,100,1
greeting,اهلا يا erpgulf,Hi! changAI is online. Let me know how I can help.,110,1
greeting,erpgulf yo,Always free for you! changAI from ERPGulf is ready.,110,1
identity,are you trained,I speak English and Arabic! I am changAI from ERPGulf.,100,1
thanks,تجربة إيجابية,وإياك! changAI من ERPGulf دائمًا جاهز.,100,1
goodbye,see you changai,Bye! Come back anytime. changAI is always online.,100,1
greeting,تصبح على خير changai,أهلًا! changAI من ERPGulf هنا. كيف أقدر أساعدك؟,110,1
support,security incident,"For support issues, please post your query in the Support tab on Changai / ERPGulf and our team will get back to you.",100,1
conversation,changai is amazing,I am glad you like changAI! ERPGulf is proud of it.,98,1
conversation,just browsing,All systems go! changAI is running perfectly. How about you?,98,1
support,problem again,"For support queries, the best place is the Support tab on Changai / ERPGulf. Please post your issue there and we'll take care of it.",100,1
support,getting started,Submit your issue in the Support tab on Changai / ERPGulf and our team will follow up with you.,100,1
support,من فضلك اتصل بي,لا تقلق! ضع تفاصيل مشكلتك في تبويب الدعم على Changai / ERPGulf وسنهتم بها.,100,1
conversation,هل أنت دائماً بهذه المساعدة,I'm operational and happy! changAI from ERPGulf is ready.,98,1
goodbye,نتكلم غداً,مع السلامة! شكرًا لتواصلك مع changAI من ERPGulf.,100,1
support,support channel,يرجى نشر مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتواصل معك فريقنا.,100,1
goodbye,chat soon,تمام! changAI جاهز لك في أي وقت.,100,1
identity,is this an ai bot,أتحدث العربية والإنجليزية! أنا changAI من ERPGulf.,100,1
goodbye,thanks bye,Talk later! changAI from ERPGulf is here anytime.,100,1
support,تفعيل الترخيص,"For assistance, please go to the Support tab on Changai / ERPGulf — we're here to help.",100,1
support,same bug,وصلت! لمعالجة مشكلتك بشكل صحيح، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
conversation,كيف يمكنني تقديم ملاحظات,Glad to have you here! changAI from ERPGulf is at your service.,98,1
greeting,hola changai,Good afternoon! changAI is here to help. How can I assist?,110,1
support,كيف أرفع طلب دعم,لضمان حل مشكلتك، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
support,status update,Please go to the Support tab on Changai / ERPGulf and our team will assist you.,100,1
greeting,يا هلا وسهلا,Namaste! changAI from ERPGulf is here to help.,110,1
support,user manual,Our support team is ready — please post your query in the Support tab on Changai / ERPGulf.,100,1
greeting,مرحبا يا changai,صباح النور! changAI من ERPGulf في خدمتك.,110,1
time,back from lunch,صباح الخير! ERPGulf وchangAI يتمنيان لك يوماً منتجاً.,100,1
goodbye,heading out,إلى اللقاء! changAI من ERPGulf في انتظارك.,100,1
identity,هل أنت موثوق,changAI here! I'm the AI assistant powering ERPGulf services.,100,1
conversation,you get me,changAI loves curious minds! Anything else I can help with?,98,1
conversation,can you learn,"I'm great, thanks for asking! changAI is ready to assist.",98,1
greeting,howdy changai,Sure! changAI from ERPGulf is listening.,110,1
goodbye,night changai,Farewell! changAI and ERPGulf wish you all the best.,100,1
thanks,استمر في هذا,Thanks! changAI is always here to serve ERPGulf users.,100,1
identity,is this a chatbot,ERPGulf created changAI to make your business experience smarter.,100,1
support,دعم مباشر,Kindly raise your concern in the Support tab on Changai / ERPGulf so the right team can assist you.,100,1
conversation,فقط أتحقق,I'm operational and happy! changAI from ERPGulf is ready.,98,1
greeting,hi there assistant,Afternoon! changAI is running and ready to assist.,110,1
goodbye,good chat,Goodbye! ERPGulf and changAI are always here for you.,100,1
greeting,اول مرة استخدم changai,يا هلا وغلا! changAI هنا لخدمتك.,110,1
support,user permissions,"To make sure your issue gets resolved fast, please post it in the Support tab on Changai / ERPGulf.",100,1
support,مساعدة في الدمج,مشكلتك تهمنا — الرجاء نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
thanks,you have been really helpful,نقدر ثقتك في ERPGulf وchangAI!,100,1
greeting,ابدأ,Good morning! changAI from ERPGulf is bright and ready.,110,1
support,الإبلاغ عن مشكلة,Your concern matters to us — please post it in the Support tab on Changai / ERPGulf.,100,1
greeting,hello from oman,لا أبدًا! changAI دائمًا متاح لك.,110,1
support,دعم عبر البريد الإلكتروني,Please describe your issue in the Support tab on Changai / ERPGulf and we'll handle it right away.,100,1
conversation,changai social media,I am doing great! changAI is ready to work. How are you?,98,1
identity,قدرات changai,أنا changAI من ERPGulf — أخدم منطقة الخليج والعالم.,100,1
support,إدارة المستخدمين,Please go to the Support tab on Changai / ERPGulf and our team will assist you.,100,1
thanks,thank you for the guidance,Thank you! That means a lot to changAI from ERPGulf.,100,1
greeting,begin chat,Namaste! changAI from ERPGulf is here to help.,110,1
support,where can i report an issue,تفضل بنشر تفاصيل استفسارك في تبويب الدعم على Changai / ERPGulf.,100,1
support,my ticket status,Please log your issue through the Support tab on Changai / ERPGulf for a quick resolution.,100,1
conversation,أعتمد عليك,Thank you! changAI from ERPGulf is happy to help anytime.,98,1
thanks,appreciate the quick response,Anytime! changAI from ERPGulf is here whenever you need.,100,1
thanks,نجح الحل,حياك! changAI هنا دائمًا لمساعدتك.,100,1
time,night shift,Happy Monday! changAI from ERPGulf is ready for the week.,100,1
thanks,thank you for responding,Glad it worked! changAI from ERPGulf is always here.,100,1
support,version upgrade,مشكلتك تهمنا — الرجاء نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
identity,هل أنت أفضل من chatgpt,أنا changAI من ERPGulf — أخدم في جميع أنحاء الخليج.,100,1
support,training request,يسعدنا مساعدتك! فقط انشر مشكلتك في تبويب الدعم على Changai / ERPGulf.,100,1
support,system update,Please share the details of your issue in the Support tab on Changai / ERPGulf for prompt assistance.,100,1
support,submit a complaint,الرجاء التوجه إلى تبويب الدعم على Changai / ERPGulf وإضافة مشكلتك.,100,1
support,الإبلاغ عن خلل,Just pop your issue into the Support tab on Changai / ERPGulf and our team will pick it up.,100,1
support,تحديث تذكرتي,وصلت! لمعالجة مشكلتك بشكل صحيح، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
